PMID,NCTID,CombnID,DLT_Name,Grade,Duration,DLT_Exculsion,Comments
23515411,NA,278,nonhematologic toxicity,4,NA,FALSE,NA
23515411,NA,278,nonhematologic toxicity,3,>7 days,NA,NA
23515411,NA,278,absolute neutrophil count or platelet toxicity persisting longer than 6 weeks in the absence of leukemia,4,NA,NA,NA
9681085,NA,279,hematologic toxicity,4,>4 days,NA,NA
9681085,NA,279,neutropenic fever,NA,NA,NA,NA
9681085,NA,279,nonhematologic toxicity,3,>7 days,NA,NA
9681085,NA,279,the inability to receive therapy on cycle 2 due to ongoing grade II or greater toxicity,NA,NA,NA,NA
29392425,NCT01435343,280,neutropenia persisting > 42 days following the last dose of plerixafor and not attributable to persistent leukemia,4,NA,NA,NA
29392425,NCT01435343,280,adverse events (AEs) attributable to leukostasis or tumor lysis syndrome,>=4,NA,NA,NA
29392425,NCT01435343,280,non-hematologic toxicity related to plerixafor,>=3,NA,NA,NA
27655665,NCT01096992,281,non-hematologic toxicity,>=3,NA,NA,NA
27655665,NCT01096992,281,Hematologic toxicity,>=2,>42 days,NA,NA
9256828,NA,282,toxicity,4,NA,NA,NA
9256828,NA,282,toxicity not returning to Grade ≤ II before initiation of the next cycle of chemotherapy,3,NA,NA,NA
23228986,NCT00559624,283,"toxicity, which may be local to the injection site or systemic",3 or 4,NA,NA,NA
27862308,NA,284,non-haematological toxicity,3 or 4,NA,NA,NA
27862308,NA,284,haematological toxicity occurring during or within 4 wk after the end of alemtuzumab therapy,4,>14 days,FALSE,NA
25684345,NCT00462358,286,non-hematologic AE,3 or 4,NA,FALSE,NA
25684345,NCT00462358,286,neurotoxicity,>=2,NA,NA,NA
25684345,NCT00462358,286,granulocytopenia,4,>=7 days,NA,NA
25684345,NCT00462358,286,febrile neutropenia,NA,NA,NA,NA
25684345,NCT00462358,286,thrombocytopenia,4,NA,NA,NA
25684345,NCT00462358,286,thrombocytopenia with spontaneous bleeding,NA,NA,NA,NA
23959599,NA,287,nonhematologic toxicity that did not resolve or decrease to Grade 1–2 within 2 weeks,3 or 4,NA,NA,NA
23959599,NA,287,hematologic toxicity that caused more than a one week delay in treatment,4,NA,NA,NA
22402597,NA,288,NA,NA,NA,NA,DLT not defined
9923543,NA,289,granulocytopenia <500/mm3,NA,>7 days,NA,NA
9923543,NA,289,thrombocytopenia at any assessment,4,NA,NA,NA
9923543,NA,289,febrile neutropenia,NA,NA,NA,NA
9923543,NA,289,nonhematologic toxicity,>=3,NA,NA,NA
9923543,NA,289,toxicity,4,NA,NA,NA
9626219,NA,290,toxicities,3,NA,FALSE,NA
9626219,NA,290,toxicities,4,NA,FALSE,NA
16463060,NA,291,neutropenia with or without colony stimulating factor support,4,>7 days,NA,NA
16463060,NA,291,Febrile neutropenia,NA,NA,NA,NA
16463060,NA,291,thrombocytopenia,4,NA,NA,NA
16463060,NA,291,CNS neurotoxicity,>=2,NA,NA,NA
16463060,NA,291,non-hematologic toxicity,3 or 4,NA,FALSE,NA
8622024,NA,292,ANC less than 500/uL,NA,> 5 days,NA,NA
8622024,NA,292,"platelet count less than 25,000/uL",NA,> 5 days,NA,NA
8622024,NA,292,delay in the initiation of further therapy for more than 7 days due to unresolved hematologic toxicity,NA,NA,NA,NA
12073049,NA,293,"ANC lessthan 0.5x109/l with fever of at least 38.5 C (febrile neutropenia, FN)",NA,NA,NA,NA
12073049,NA,293,platelet count less than 25x109/l,NA,>5 days,NA,NA
12073049,NA,293,any non-hematologic toxicity,>=3,NA,FALSE,NA
12351605,NA,294,reversible nonhematologic toxicity,>=3,NA,FALSE,NA
12351605,NA,294,irreversible nonhematologic toxicity,>=2,NA,NA,NA
12351605,NA,294,hematologic toxicity,4,NA,NA,NA
12451473,NA,295,toxicity,>=3,NA,FALSE,NA
9164208,NA,296,nonhematologic toxicity,3 or 4,NA,NA,NA
11822765,NA,297,hematologic toxicity,4,>=5 days,NA,NA
11822765,NA,297,febrile neutropenia,NA,NA,NA,NA
11822765,NA,297,diarrhea or vomiting that occurred despite supportive measures,4,NA,NA,NA
11822765,NA,297,any other non-hematologic toxicity,>=3,NA,NA,NA
18766965,NA,299,neutropenia (absolute neutrophil count 5100 cells/mL) not recovering before day 28 with less than 5% blasts in the marrow,NA,NA,NA,NA
18766965,NA,299,non-hematologic toxicity,3,>=7 days,NA,NA
18766965,NA,299,toxicity,4,>=3 days,NA,NA
32998965,NCT03298984,302,nonhematologic toxicity,4,NA,NA,NA
32998965,NCT03298984,302,nonhematologic toxicity considered at least possibly drug related and that did not resolve to ≤Grade 2 within 48 hours,3,NA,FALSE,NA
32998965,NCT03298984,302,cytopenias in the absence of residual leukemia if subject received one cycle of induction,4,≥50 days from the start of the cycle,NA,NA
32998965,NCT03298984,302,cytopenias in the absence of residual leukemia if subject received 2 cycles of induction,4,≥60 days,NA,NA
32998965,NCT03298984,302,"tumor lysis syndrome or related electrolyte disturbances (e.g., hyperkalemia, hypophosphatemia, hyperuricemia) that did not resolve to ≤Grade 2 within 14 days",3 or 4,NA,NA,NA
32998965,NCT03298984,302,elevations in creatinine that did not resolve to ≤Grade 2 within 7 days,>=3,NA,NA,NA
32998965,NCT03298984,302,Any AST and ALT elevation ≥5 ×ULN accompanied by serum bilirubin levels >2 ×ULN,NA,NA,NA,NA
32998965,NCT03298984,302,toxicity that was not clearly and incontrovertibly related to the underlying disease or extraneous causes,5,NA,NA,NA
9250790,NA,303,nonhematologic toxicities,3,NA,FALSE,NA
9250790,NA,303,hematologic toxicity,4,NA,NA,NA
7545219,NA,304,"neutropenia (< 25,000/uL)",4,>7 days,NA,NA
7545219,NA,304,"thrombocytopenia (< 25,000/uL)",4,>7 days,NA,NA
7545219,NA,304,hemorrhage,3 or 4,NA,NA,NA
7545219,NA,304,nonhematologic toxicity,3 or 4,NA,FALSE,NA
7545219,NA,304,"failure to recover neutrophils (>= 1,500/uL) or platelets (>= 100,000/uL) by day 28 from a prior cycle of therapy",NA,NA,NA,NA
7545219,NA,304,febrile neutropenia,NA,NA,NA,defined as a single elevation in oral temperature >=38.5'C or three elevations >= 38 C during a 24-hour period in a patient with an ANC <= 500/uL
7527456,NA,305,nonhematologic toxicity,3 or 4,NA,FALSE,NA
7527456,NA,305,neutropenia,4,>7 days,NA,NA
7527456,NA,305,thrombocytopenia,4,>7 days,NA,NA
7527456,NA,305,"failure to recover a neutrophil count >= 1,500/uL or platelet count >= 100,000/uL by day 28 from a prior cycle of therapy",NA,NA,NA,NA
7527456,NA,305,A need for platelet transfusions for more than 7 days,NA,NA,NA,NA
7527456,NA,305,"inability to maintain a platelet count more than 100,000/uL by day 28 without transfusion",NA,NA,NA,NA
9508177,NA,307,any ANC less than 500/uL,NA,>7 days,NA,NA
9508177,NA,307,"platelet count less than 25,000/uL",NA,>7 days,NA,NA
9508177,NA,307,Any nonhematopoietic toxicity,>=3,NA,NA,NA
16186597,NA,308,toxicity,>=3,NA,FALSE,NA
16186597,NA,308,neutropenia associated with fever or infection in cycle 1 or cycle 2,4,>5 days,NA,NA
21745173,NA,309,NA,NA,NA,NA,DLT not defined
9773805,NA,310,non-hematologic toxicity,3 or 4,NA,FALSE,NA
9773805,NA,310,granulocytopenia,4,>7 days,NA,NA
9773805,NA,310,thrombocytopenia,4,>7 days,NA,NA
9773805,NA,310,failure to recover granulocytes >1500/ul or platelets >100000/ul by day 35 of the cycle,NA,NA,NA,NA
9738567,NA,311,reversible toxicity,3 or 4,NA,FALSE,NA
9738567,NA,311,irreversible toxicity,2,NA,FALSE,NA
9738567,NA,311,hematologic toxicity,4,NA,NA,NA
9738567,NA,311,hematologic toxicity,>=2,>5 days,NA,NA
9738567,NA,311,inrreversible CNS,2,NA,NA,NA
23813912,NCT00295919,312,"platelets < 10,000 on one occasion",NA,NA,NA,NA
23813912,NCT00295919,312,more than one platelet transfusion required per week,NA,NA,NA,NA
23813912,NCT00295919,312,ANC,4,>14 days,NA,NA
23813912,NCT00295919,312,nonhematologic toxicity possibly/probably-related to 4-HPR LXS oral powder,3 or 4,NA,FALSE,NA
8823338,NA,313,febrile neutropenia,NA,NA,NA,NA
8823338,NA,313,"severe thrombocytopenia (< 20,000/uL) that required platelet transfusions on at least two occasions",NA,NA,NA,NA
8823338,NA,313,nonhematologic toxicity,3 or 4,NA,NA,NA
8823338,NA,313,"failure of the platelet count to recover to 2 90,000/pL or ANC to recover to > 2,000/pL (despite adjunctive filgrastim) after up to a 10-day delay in the planned therapy",NA,NA,NA,NA
16849757,NA,314,toxicity,3 or 4,NA,FALSE,NA
12151959,NA,315,febrile neutropenia,NA,NA,NA,NA
12151959,NA,315,neutropenia,4,>5 days,NA,NA
12151959,NA,315,thrombocytopenia requiring platelet transfusions,NA,NA,NA,NA
12151959,NA,315,failure to recover blood counts in time for day 1 of the second cycle of therapy,NA,NA,NA,NA
12151959,NA,315,the failure to receive day 8 vinorelbine,NA,NA,NA,NA
12151959,NA,315,Nonhematologic toxicities,3 or 4,NA,NA,NA
18182662,NA,316,"nonhematologic, treatmentrelated toxicity Involving a major organ system (brain, heart, kidney, liver, or lung)",>=3,NA,NA,NA
32401633,NCT02642965,317,nonhematologic toxicity related to CPX-351,>=3,NA,FALSE,NA
32401633,NCT02642965,317,"failure to recover ANC > 500 /uL or platelet count >20,000/uL by day 50 of cycle 1, unless due to persistent marrow leukemia",4,NA,NA,NA
9256119,NA,318,nonhematologic toxicity that did not return to grade 2 before initiation of the next cycle of therapy,3,NA,NA,NA
9256119,NA,318,nonhematologic toxicity,4,NA,NA,NA
9256119,NA,318,Death on treatment attributable to therapy,NA,NA,NA,NA
9256119,NA,318,Dose-limiting bone marrow toxicity,NA,NA,NA,"defined as severe marrow
defined as severe marrow aplasia that lasted longer than 7 weeks"
16292542,NA,319,non-haematological,3 or 4,NA,NA,NA
16292542,NA,319,haematological toxicity,4,NA,NA,NA
20479064,NA,320,an AE despite medical therapy,>=3,NA,FALSE,NA
20479064,NA,320,"an AE that was potentially immune mediated and involved critical organs,",>=2,NA,NA,NA
23104721,NA,321,3 toxicities considered to be at least possibly related to TNFerade™ Biologic,>=3,NA,FALSE,NA
25612635,NCT01227239,322,neutropenia,4,NA,NA,NA
25612635,NCT01227239,322,anemia,4,NA,NA,NA
25612635,NCT01227239,322,febrile neutropenia,>=3,NA,NA,NA
25612635,NCT01227239,322,thrombocytopenia,>=3,NA,NA,NA
25612635,NCT01227239,322,nonhematologic toxicity,>=3,NA,FALSE,NA
25612635,NCT01227239,322,a delay of more than 3 days in oxaliplatin administration,NA,NA,NA,NA
25612635,NCT01227239,322,withholding 13 or more of the 40 scheduled doses of S-1 because of toxicity,NA,NA,NA,NA
25612635,NCT01227239,322,the interruption of radiation for 1 week or longer because of toxicity,1,NA,NA,NA
21567184,NA,323,febrile neutropenia,>=3,NA,NA,NA
21567184,NA,323,neutropenia(without granulocyte-colony stimulating factor [G-CSF] treatment),4,>5 days,NA,NA
21567184,NA,323,thrombocytopenia,>=3,NA,NA,NA
21567184,NA,323,non-hematologic toxicity (including ≥Grade 3 nausea/vomiting uncontrolled by aggressive antiemetic support; ≥Grade 3 diarrhea despite anti-diarrhea treatment,>=3,NA,NA,NA
21567184,NA,323,drug related adverse events (DRAEs) that delay the initiation of the second cycle by >14 days,NA,NA,NA,NA
21290246,NA,324,ANC<0.5 9 109/L,NA,.5 days,NA,NA
21290246,NA,324,ANC<1.0 9 109/L with fever,NA,NA,NA,NA
21290246,NA,324,thrombocytopenia,4,NA,NA,NA
21290246,NA,324,"any other non-hematologic toxicity, including nausea, diarrhea, and vomiting",3 or 4,NA,FALSE,NA
21290246,NA,324,[2 weeks’ treatment delay of S-1 and CPT-11,NA,NA,NA,NA
22993353,NA,325,febrile neutropenia,>=3,NA,NA,NA
22993353,NA,325,haematologic toxicity,>=4,NA,NA,NA
22993353,NA,325,non-haematologic toxicity,>=3,NA,FALSE,NA
22508373,UMIN000000883,326,nonhematologic toxicity,3 or 4,NA,FALSE,NA
22508373,UMIN000000883,326,neutropenia,4,>4 days,NA,NA
22508373,UMIN000000883,326,neutropenia associated with fever (>= 37.5 ° C),4,NA,NA,NA
22508373,UMIN000000883,326,thrombocytopenia,4,NA,NA,NA
22508373,UMIN000000883,326,bleeding tendency in the first cycle of treatment,3,NA,NA,NA
22508373,UMIN000000883,326,toxicity precluding administration of the fourth cycle of treatment within 9 weeks from day 1 of cycle 1,NA,NA,NA,NA
22508373,UMIN000000883,326,toxicity precluding administration of the next cycle of treatment within 4 weeks from the completion of the previous cycle,NA,NA,NA,NA
21152917,NA,327,leukocytopenia,4,NA,NA,NA
21152917,NA,327,neutropenia,4,NA,NA,NA
21152917,NA,327,neutropenia with fever over 38C,>=3,NA,NA,NA
21152917,NA,327,thrombocytopenia,>=3,NA,NA,NA
21152917,NA,327,major nonhematological toxicities,>=3,NA,NA,NA
21152917,NA,327,delay CPT-11 on day 8 more than 7 days or delay of the second course more than 7 days due to adverse effect,NA,NA,NA,NA
22623210,NA,328,neutropenia,4,>=7 days,NA,NA
22623210,NA,328,thrombocytopenia,4,>=7 days,NA,NA
22623210,NA,328,febrile neutropenia,NA,NA,NA,NA
22623210,NA,328,neutropenic infection,NA,NA,NA,NA
22623210,NA,328,thrombocytopenia with bleeding,>=3,NA,NA,NA
22623210,NA,328,non-hematologic AEs,>=3,>=7 days,NA,NA
22623210,NA,328,nausea/vomiting or diarrhea if persistent despite maximal medical intervention,>=3,NA,NA,NA
21447616,NA,329,neutropenia,4,>=7 days,NA,NA
21447616,NA,329,thrombocytopenia,4,>=7 days,NA,NA
21447616,NA,329,febrile neutropenia,NA,NA,NA,NA
21447616,NA,329,neutropenic infection,NA,NA,NA,NA
21447616,NA,329,thrombocytopenia with bleeding,>=3,NA,NA,NA
21447616,NA,329,non-haematologic toxicity,3 or 4,>=7 days,FALSE,NA
21447616,NA,329,nausea/vomiting/diarrhoea persisting despite optimal medical therapy,3 or 4,NA,NA,NA
21968516,NA,330,hematological toxicities,4,NA,NA,NA
21968516,NA,330,nonhematological toxicities,>=3,NA,NA,NA
25427841,NCT01183494,331,neutropenia,4,>5 days,NA,NA
25427841,NCT01183494,331,febrile neutropenia,NA,NA,NA,NA
25427841,NCT01183494,331,thrombocytopenia,4,NA,NA,NA
25427841,NCT01183494,331,"nonhematologic toxicities, including nausea, vomiting, and diarrhea that did not improve to grade 1 within 2 days despite management therapies",>=3,NA,NA,NA
25143299,UMIN000007556,332,hematological toxicity,4,NA,NA,NA
25143299,UMIN000007556,332,non-hematologic toxicity,3 or 4,NA,NA,NA
25143299,UMIN000007556,332,delay of recovery from treatment-related toxicity for more than 2 weeks,NA,NA,NA,NA
25143299,UMIN000007556,332,dose intensity of S-1 and LV <50 % during the first two cycles due to treatment-related toxicity,NA,NA,NA,NA
23575907,NCT00557557,333,major organ toxicity related to the research intervention and irreversible within 48 h of the IHP,3 or 4,NA,FALSE,NA
23575907,NCT00557557,333,"If serum SGOT and SGPT did not decrease and were greater than 10 x the upper normal limit (i.e., >410 U/L for ALT and >340 U/L for AST) at 14 days after IHP",NA,NA,NA,NA
23575907,NCT00557557,333,hyperbilirubinemia in the first 6 weeks associated with clinical signs of veno-occlusive disease (VOD),NA,NA,NA,NA
23575907,NCT00557557,333,hyperbilirubinemia that did not resolve by 6 weeks after the IHP,3 or 4,NA,NA,NA
24839048,UMIN_CTR00002845,334,neutrophils,4,NA,NA,NA
24839048,UMIN_CTR00002845,334,platelets,4,NA,NA,NA
24839048,UMIN_CTR00002845,334,non-hematological toxicity,3 or 4,NA,FALSE,NA
24839048,UMIN_CTR00002845,334,The administration of less than two-thirds of the scheduled total S-1 or oxaliplatin dose and more than eight successive days of discontinuation of radiation due to adverse effects,NA,NA,NA,NA
22318782,NA,335,leukocytopenia,4,NA,NA,NA
22318782,NA,335,neutropenia,4,NA,NA,NA
22318782,NA,335,thrombocytopenia,3,NA,NA,NA
22318782,NA,335,non-hematological toxicity,3 or 4,NA,NA,NA
22318782,NA,335,the duration of S-1 administration during concurrent radiotherapy was under 3 weeks,NA,NA,NA,NA
22615059,NA,336,neutropenia,4,>=7 days,NA,NA
22615059,NA,336,febrile neutropenia,>=3,NA,NA,NA
22615059,NA,336,neutropenic infection,>=3,NA,NA,NA
22615059,NA,336,thrombocytopenia,4,NA,NA,NA
22615059,NA,336,thrombocytopenia,3,>=7 days,NA,NA
22615059,NA,336,Non-hematologic toxicities,3,>=7 days,TRUE,NA
22615059,NA,336,Non-hematologic toxicities,4,NA,NA,NA
22615059,NA,336,"nausea, vomiting or diarrhea despite optimal therapy",3 or 4,NA,NA,NA
22615059,NA,336,Sunitinib dose missed >3 consecutive days/cycle,NA,NA,NA,NA
22615059,NA,336,"Delay >2 weeks in administration of cycle 2, due to inadequate recovery from toxicity in cycle 1",NA,NA,NA,NA
20463088,NA,337,any nonhematologic toxicity,>=3,NA,FALSE,NA
20463088,NA,337,thrombocytopenia,4,NA,NA,NA
20463088,NA,337,thrombocytopenia,3,>6 days,NA,NA
20463088,NA,337,neutropenia,4,>6 days,NA,NA
20463088,NA,337,neutropenia associated with fever,4,NA,NA,NA
20463088,NA,337,any dose delay secondary to toxicity that lasted >1 week,NA,NA,NA,NA
24599799,NA,338,thrombocytopenia,4,NA,NA,NA
24599799,NA,338,neutropenia,4,>7 days,NA,NA
24599799,NA,338,febrile neutropenia,3 or 4,NA,NA,NA
24599799,NA,338,non-hematological toxicity,>=3,NA,NA,NA
24599799,NA,338,AST or ALT ≥20 times the ULN,NA,NA,NA,NA
20062993,NA,339,neutropenia,4,NA,NA,NA
20062993,NA,339,neutropenia with fever,3,NA,NA,NA
20062993,NA,339,thrombocytopenia,4,NA,NA,NA
20062993,NA,339,non-hematologic toxicity,4,NA,NA,NA
20062993,NA,339,non-hematologic toxicity,3,NA,FALSE,NA
20062993,NA,339,Any toxicity resulting in a delay of treatment lasting longer than 3 weeks,NA,NA,NA,NA
25591799,NCT00660153,340,nonhematologic toxicity,4,NA,NA,NA
25591799,NCT00660153,340,neutropenia  associated with fever or sepsis,>=3,NA,NA,NA
25591799,NCT00660153,340,neutropenia,4,>=5 days,NA,NA
25591799,NCT00660153,340,thrombocytopenia or bleeding requiring transfusion of platelets,4,NA,NA,NA
25591799,NCT00660153,340,toxicity of any grade resulting in inability to complete cycle 1 or resulting in interruption of treatment for > 2 weeks,NA,NA,NA,NA
25591799,NCT00660153,340,nonhematologic toxicity despite optimal supportive care,3,>3 days,TRUE,NA
20103995,NA,341,neutropenia,4,NA,NA,NA
20103995,NA,341,hrombocytopenia,4,NA,NA,NA
20103995,NA,341,neutropenia associated with fever ≧38℃,3,NA,NA,NA
20103995,NA,341,non-hematological toxicity,>=3,NA,FALSE,NA
20103995,NA,341,treatment delay of >7 days before the second cycle of treatment,NA,NA,NA,NA
20103995,NA,341,Any skip in CPT-11 administration or more than 5 days suspension of S-1 administration with no relationship to the above DLTs,NA,NA,NA,NA
25572362,NCT01310478 ,342,NA,NA,NA,NA,DLT not defined
21344302,NA,343,"Any drug-related toxicity that required a >1-week delay in the start of the next cycle (i.e., >Day 35 from start of the previous cycle)",NA,NA,NA,NA
21344302,NA,343,absolute neutrophil count <0.5 x 109/L,NA,>=7 days,NA,NA
21344302,NA,343,neutropenic infection/febrile neutropenia,>=3,NA,NA,NA
21344302,NA,343,platelets <50 x 109/L,NA,NA,NA,NA
21344302,NA,343,thrombocytopenic bleeding,NA,NA,NA,NA
21344302,NA,343,neurotoxicity,>=2,NA,NA,NA
21344302,NA,343,other non-hematological toxicity,>=3,NA,NA,NA
21344302,NA,343,inability to receive 3 weekly doses of EU and 5-FU due to toxicity,NA,NA,NA,NA
21344302,NA,343,diarrhea that is uncontrolled despite; supportive care,>=3,NA,NA,NA
21372498,NA,344,nonhematologic adverse events,>=3,NA,NA,NA
21372498,NA,344,hematologic adverse events,>=3,NA,NA,NA
24097815,NA,345,treatment-related AE,4,NA,NA,NA
24097815,NA,345,"AE among the common side-effects of cisplatin (neuropathy, tinnitus, increased creatinine level)",3,NA,NA,NA
23674135,NA,346,neutrophil count < 0.5 x 109/L,NA,>5 days,NA,NA
23674135,NA,346,febrile neutropenia,NA,NA,NA,NA
23674135,NA,346,latelets< 25 x 109/L,NA,NA,NA,NA
23674135,NA,346,diarrhea  despite optimal loperamide use,>=3,>5 days,NA,NA
23674135,NA,346,other effects thought to be treatment-related,>3,NA,FALSE,NA
23674135,NA,346,"patients received dose intensity < 70% for each drug (cetuximab, 5-FU, and CP)",NA,NA,NA,NA
23982118,NA,347,neutropenia,4,>=7 days,NA,NA
23982118,NA,347,neutropenia with infection or fever (≥38.3 °C as single temperature or ≥38.0 °C for 1 h),3 or 4,NA,NA,NA
23982118,NA,347,thrombocytopenia,4,NA,NA,NA
23982118,NA,347,non-hematological toxicity,3 or 4,NA,FALSE,NA
23982118,NA,347,inability of the patient to take ≥75 % of the planned chemotherapy dose during the treatment period,NA,NA,NA,NA
21611734,NA,348,toxicity considered to be related to cediranib,>=3,NA,NA,NA
21611734,NA,348,"a single increase from baseline in the QT interval corrected for heart rate (QTc) of 60 ms resulting in a QTc of at least 460 ms, or a QTc interval of >490 ms on two electrocardiograms taken at least 24 h apart",NA,NA,NA,NA
21611734,NA,348,hypertension necessitating treatment pause of cediranib as detailed in the cediranib hypertension management protocol,NA,NA,NA,NA
25074036,NCT01291615,349,leucopenia,4,NA,NA,NA
25074036,NCT01291615,349,neutropenia,4,NA,NA,NA
25074036,NCT01291615,349,thrombocytopenia,4,NA,NA,NA
25074036,NCT01291615,349,neutropenia complicated by fever,3 or 4,NA,NA,NA
25074036,NCT01291615,349,clinically significant non-hematologic toxicities,3 or 4,NA,NA,NA
25074036,NCT01291615,349,need to withhold gemcitabine on day 8 or 15 due to an adverse event,NA,NA,NA,NA
25074036,NCT01291615,349,delay of more than 14 days following an adverse event,NA,NA,NA,NA
25877225,UMIN000006123,351,neutropenia,4,>=5 days,NA,NA
25877225,UMIN000006123,351,febrile neutropenia,NA,NA,NA,NA
25877225,UMIN000006123,351,thrombocytopenia,4,NA,NA,NA
25877225,UMIN000006123,351,non-hematological toxicities,>=3,NA,NA,NA
25877225,UMIN000006123,351,A next cycle delay of >7 days due to any toxicity,NA,NA,NA,NA
21786211,NA,352,hematological toxicity,3 or 4,NA,NA,NA
21786211,NA,352,leukopenia,3 or 4,NA,NA,NA
21786211,NA,352,neutropenia accompanied with a fever >38.0C,3 or 4,NA,NA,NA
21786211,NA,352,nonhematological toxicity,3 or 4,NA,FALSE,NA
21786211,NA,352,an event such that the next infusion was not carried out within 22 days after the previous infusion,NA,NA,NA,NA
22763610,NA,353,NA,NA,NA,NA,Not provided
24480865,NA,354,leukopenia,4,NA,NA,NA
24480865,NA,354,neutropenia,4,NA,NA,NA
24480865,NA,354,febrile neutropenia,3,>4 days,NA,NA
24480865,NA,354,thrombocytopenia,4,NA,NA,NA
24480865,NA,354,thrombocytopenia with hemorrhage/bleeding,3,NA,NA,NA
24480865,NA,354,nonhematological toxicities,3,NA,FALSE,NA
24480865,NA,354,the need for a drugfree rest period of >21 days,NA,NA,NA,NA
23292146,NA,356,nonhematologic toxicity,3 or 4,NA,FALSE,NA
23292146,NA,356,hematologic toxicity occurring during treatment or within two weeks after completing treatment,4,NA,NA,NA
23292146,NA,356,requirement for suspension of either S-1 or radiation therapy for seven days or more,NA,NA,NA,NA
23208490,NCT00220649,357,neutropenia,4,>5 days,NA,NA
23208490,NCT00220649,357,neutropenic fever (≥38.5 °C),NA,NA,NA,NA
23208490,NCT00220649,357,thrombocytopenia,4,NA,NA,NA
23208490,NCT00220649,357,non-hematological toxicity,3 or 4,NA,FALSE,NA
23208490,NCT00220649,357,inability to receive at least 75 % of the planned chemotherapy dose during the treatment period,NA,NA,NA,NA
20934959,NA,358,neutropenia,4,>=4 days,NA,NA
20934959,NA,358,neutropenia with infection or a fever of 38.0ºC or higher,>=3,NA,NA,NA
20934959,NA,358,thrombocytopenia,>=3,NA,NA,NA
20934959,NA,358,non-hematological toxicity,>=3,NA,FALSE,NA
20934959,NA,358,postponement of drug administration by two weeks or longer during the course due to adverse events,NA,NA,FALSE,NA
21868555,NA,359,leukopenia,4,NA,NA,NA
21868555,NA,359,neutropenia,4,NA,NA,NA
21868555,NA,359,neutropenia along with fever (febrile neutropenia),3 or 4,>=3 days,NA,NA
21868555,NA,359,thrombocytopenia,3 or 4,NA,NA,NA
21868555,NA,359,nonhematologic toxicity,>=3,NA,FALSE,NA
21868555,NA,359,a decrease in LVEF compared with baseline of ≥20%,NA,NA,NA,NA
21868555,NA,359,treatment period <14 days,NA,NA,NA,NA
21868555,NA,359,the second treatment cycle did not start within 4 weeks after treatment discontinuation,NA,NA,NA,NA
23665950,NCT00553696,360,neutropenia,4,>=7 days,NA,NA
23665950,NCT00553696,360,febrile neutropenia,>=3,NA,NA,NA
23665950,NCT00553696,360,neutropenic infection,>=3,NA,NA,NA
23665950,NCT00553696,360,thrombocytopenia,4,NA,NA,NA
23665950,NCT00553696,360,thrombocytopenia with bleeding,3,NA,NA,NA
23665950,NCT00553696,360,Non-hematologic toxicities,3,>=7 days,FALSE,NA
23665950,NCT00553696,360,non-hematologic toxicity,4,NA,NA,NA
23665950,NCT00553696,360,"nausea, vomiting or diarrhea persisting despite maximum supportive therapy",3 or 4,NA,NA,NA
23665950,NCT00553696,360,Break from sunitinib dose ≥6/28 days on the CDD schedule or ≥3/14 days on Schedule 2/2,NA,NA,NA,NA
23665950,NCT00553696,360,Break from S-1 dose ≥5/21 days per cycle,NA,NA,NA,NA
23665950,NCT00553696,360,Delay of >3 weeks in starting the second treatment cycle,NA,NA,NA,NA
24829073,NA,361,a hematological adverse drug reaction,4,NA,NA,NA
24829073,NA,361,febrile neutropenia,3,NA,NA,NA
24829073,NA,361,non-hematological adverse drug reaction,3,NA,FALSE,NA
24829073,NA,361,AST and ALT levels of 10 times higher than the upper limit of normal values,NA,NA,NA,NA
24829073,NA,361,an adverse drug reaction requiring discontinuation of TSU-68 treatment for 15 consecutive days during a cycle,NA,NA,NA,NA
24829073,NA,361,an adverse drug reaction requiring discontinuation of S-1 treatment for 8 consecutive days during a cycle,NA,NA,NA,NA
24829073,NA,361,an adverse drug reaction requiring discontinuation of TSU-68 plus S-1 treatment,NA,NA,NA,NA
21134076,NA,362,febrile neutropenia,NA,>4 days,NA,NA
21134076,NA,362,thrombocytopenia,4,NA,NA,NA
21134076,NA,362,non-hematological toxicities,3 or 4,NA,FALSE,NA
21134076,NA,362,cessation of treatment due to an adverse event,NA,NA,NA,NA
21134076,NA,362,treatment-related death,NA,NA,NA,NA
25217393,NA,363,neutropenia,3 or 4,NA,NA,NA
25217393,NA,363,thrombocytopenia,3 or 4,NA,NA,NA
25217393,NA,363,"febrile neutropenia, defined as grade 3 or 4 neutropenia plus fever >38.3 °C",NA,NA,NA,NA
25217393,NA,363,diarrhea despite the use of loperamide,3 or 4,NA,NA,NA
25217393,NA,363,AST/ALT elevation or total bilirubin ≥3.0 mg/dL not caused by disease progression,3 or 4,NA,NA,NA
25217393,NA,363,serum creatinine ≥1.8 mg/dL that did not recover to <1.5 mg/dL within 2 weeks,NA,NA,NA,NA
22237958,NCT01284413,364,neutropenia complicated by fever,3 or 4,NA,NA,NA
22237958,NCT01284413,364,leucopenia,4,NA,NA,NA
22237958,NCT01284413,364,neutropenia,4,NA,NA,NA
22237958,NCT01284413,364,thrombocytopenia,4,NA,NA,NA
22237958,NCT01284413,364,any other non-hematological toxicity,3 or 4,NA,TRUE,NA
25687990,NA,365,hematological toxicity,4,NA,NA,NA
25687990,NA,365,neutropenia complicated by fever,3 or 4,NA,NA,NA
25687990,NA,365,non-hematological toxicity,3 or 4,NA,FALSE,NA
