PMID,NCTID,Trial_Type,protocol,population,Trial_Inclusion,Trial_Exclusion,DLT_EVA,comments
14508124,NA,Combination,No,Pancreatic Cancer,"Between March 2000 and June 2001, 13 patients with histologically proven adenocarcinoma of the pancreas, were included in this phase 1 trial. All patients were treated either at the Institut Paoli-Calmettes or at the Centre Val d’Aurelle, 2 regional comprehensive cancer centers. Patients were enrolled into this study if they met the following criteria: a histologic diagnosis of adenocarcinoma of pancreas, a tumor locally advanced and surgically unresectable, a performance status <= 2 on the Eastern Cooperative Oncology Group (ECOG) scale; a measurable lesion or assessable lesion, no prior therapy except an endoscopic drainage of the biliary tract (by stent) in case of obstructive jaundice due to tumor mass at the head of the pancreas, age between 18 and 75 years, adequate bone marrow function (leukocyte count >=2 ×109/l, platelet count >= 100 × 109/l and hemoglobin level >= 10g/dl), adequate hepatic function (AST and ALT levels >= 3.0 times the upper limit of normal and bilirubin up to the upper limit of normal), adequate renal function (creatinine level up to the upper limit of normal). All patients had to give written informed consent; the protocol was approved by the Marseille Ethic Committee (Comité Consultatif de Protection des Personnes dans la Recherche Biomédicale, CCPPRB 2).","Patients were ineligible if they had any of the following: visceral metastases, active concurrent malignancies, a history of a drug allergy or were lactating or pregnant",at cycle 1,NA
11583191,NA,Combination,No,in advanced breast cancer patients,"Eligible patients were women aged 18-75 years with documented locally advanced (stage III) or metastatic breast cancer (stage IV), and performance status (PS) <2 They were required to have adequate bone marrow, renal, hepatic, and cardiac function, defined respectively as: Absolute Neutrophyle Count (ANC) > 2000/ul. Platelet count (PLT) > 100,000/ul. and Hemoglobin (Hb) > 10 g/dl, creatinine < 1.6mg/dl; total bihrubin < I 5 time the upper-normal limits (UNL) of the Institutional normal values. SGPTand SGOT $ 2 5 UNL. and alkaline phosphatase < 5 UNL (unless bone metastases were present in the absence of any liver disorders), left ventricular ejection fraction (LVEF) > 50 as measured by radionuclide angiocardiography (MUGA) or by echocardiography. Prior adjuvant or neoadjuvant chemotherapy was allowed, provided that a cumulative dose of no more than 360 mg/m2 of epirubicin or 200 mg/m2 of doxorubicin had been given, and that there had been a therapy-free interval of at least 12 months Criteria for exclusion were any prior therapy with docetaxel or paclitaxel or any prior chemotherapy for metastatic disease.",NA,during the first cycle of chemotherapy,NA
11598413,NA,Combination,No,Non-Small-Cell Lung Cancer,"Patients with histologically or cytologically proven recurrent or metastatic NSCLC were eligible for this study. Patients were required to be 118 years old, have an Eastern Cooperative Oncology Group (ECOG) performance status ^2, adequate hematologic parameters, and normal kidney and liver function tests.",NA,during cycle 1,NA
12665678,NA,Combination,No,Advanced Solid Tumors,"Eligible patients were ≥ 18 yr of age and had a histologically confirmed diagnosis of locally advanced or metastatic cancer. All patients had either failed standard treatment or were those for whom no standard treatment existed. Patients were eligible if they had less than or two prior chemotherapy regimens. Prior paclitaxel but not docetaxel therapy was allowed. CALGB performance status ≤ 1 was required. Baseline laboratory requirements were as follows: white blood cell count ≥ 3000/µL, platelets ≥ 100,000/µL, total bilirubin less than or equal to the institutional upper limit of normal, serum creatinine ≤ 1.5 mg/dL, SGOT and SGPT ≤ 2.5 times the upper limit of normal (if alkaline phosphatase was less than or equal to upper limit of normal, or alkaline phosphatase up to 4 times the upper limit of normal if SGOT and SGPT were less than or equal to normal).","Patients were ineligible if they had received radiotherapy to both the thoracic and lumbar vertebrae or had prior pelvic radiation. Patients were ineligible if they had symptomatic peripheral neuropathy greater than grade 1 by CALGB toxicity criteria. No chemotherapy or radiotherapy was allowed within 4 wk of initiation of chemotherapy, and prior high-dose chemotherapy with stem cell transplant was not allowed. Pregnant women or those of childbearing potential not practicing birth control were ineligible, as were patients with symptomatic or medically uncontrolled ascites, pleural effusion, or edema.",during the first cycle,NA
12419756,NA,Combination,No,advanced cancer,"Patients were required to have histologically proven cancer, but patients with hematological malignancies, non-small-cell lung cancer and squamous cell carcinoma of the head and neck were excluded. Patients may have received up to one prior chemotherapy regimen. No prior taxane chemotherapy was permitted. Prior anthracycline dose had to be ≤300 mg/m2 of doxorubicin or ≤540 mg/m2 epirubicin. Prior radiotherapy to <30% of the marrow bearing areas was permitted. Prior chemotherapy or radiotherapy must have been completed at least 4 weeks prior to study entry. With regard to hepatic function, bilirubin had to be within normal limits, transaminases ≤2.5 × upper limit of normal (ULN) and alkaline phosphatase ≤5 × ULN (if liver disease present). However, if the level of alkaline phosphatase was >2.5 × ULN, transaminases had to be ≤1.5 × ULN. Other eligibility criteria were as follows: age from 18 to 75 years, Eastern Cooperative Oncology Group (ECOG) performance status 0 to 2, absolute neutrophil count ≥2.0 × 109/l, platelet count ≥100 × 109/l, serum creatinine ≤1.5 × normal and left ventricular ejection fraction measured by radionuclide ventriculography ≥ lower limit of normal. Written informed consent was obtained from all patients and the protocol was approved by the Institutional Ethics Committee.","Patients were excluded from the trial for any of the following: uncontrolled angina, hypertension, arrhythmias, cardiac failure, myocardial infarction within the preceding 12 months, active infection, any contraindication for the use of dexamethasone, brain metastases as the only known site of disease or if uncontrolled, pre-existing peripheral neuropathy grade ≥2 by the National Cancer Institute-Common Toxicity Criteria (NCI-CTC), and pregnancy or lactation.",during the first cycle,NA
11561784,NA,Combination,No,advanced cancer,"Patients were required to have a histologically confirmed advanced cancer that was refractory to standard therapy or for which no standard therapy was available, and to have measurable or evaluable disease or an elevated tumor marker. Other eligibility criteria included: age >= 18 years, Eastern Cooperative Oncology Group performance status of 0 to 2; adequate bone marrow (keukocytes >= 3000/mm3, absolute neutrophil count >= 1500/mm3 and platelet count >= 100,000/mm3), hepatic (bilirubin , 1.5 mg/dl, AST and ALT less than 1.5 times the upper limit of normal, and alkaline phosphatase less than 2.5 times the upper limit of normal), and rental function (serum creatinine , 1.5 mg/dl, or creatinine clearnce > 60 ml/min); recovery from the toxicities of previous anticancer therapy; and a life expectancy of at least 8 weeks. Women of childbearing age were required to have a negative pregnancy test and use effective means of contraception during study participation.","Patients with clinically active brain metastases, uncontrolled seizures or congestive heart failure not adequately controlled with medication were not eligible for treatment.",in the first 3 weeks of treatment,NA
12879480,NA,Combination,No,Patients with Advanced Malignancies,"All patients were required to have histologically documented resistant malignancy, measurable or evaluable disease, Eastern Cooperative Oncology Group (ECOG) performance status (PS) of 0 –2, life expectancy of 2 months or longer, age 18 years or older, and nonpregnant status. The following laboratory values were required: hemoglobin (>= 9 g/dL), absolute neutrophil count (ANC; >= 1500/mm3), platelet count (>= 100,000/mm3), creatinine (<= 2.0 mg/dL), bilirubin (<= 1.5 x the institutional normal), aspartate aminotransferase (<= 2 x the institutional normal), and no preexisting clinically significant hepatic or renal disease.","No chemotherapy or radiotherapy administration within 3 weeks of registration was allowed. No previous exposure to PEG-LD or docetaxel was allowed. Previous exposure to paclitaxel was allowed, as was previous exposure to doxorubicin if the cumulative dose was less than 350 mg/m2. Other exclusion criteria included clinically significant cardiac disease, uncontrolled central nervous system metastasis, active/uncontrolled infection, and concurrent malignancies.",during any cycle,NA
11521794,NA,Combination,No,metastatic breast cancer,"Thirty-four women with metastatic breast cancer were accrued into this phase I, dose-finding, single-center study. Eligible patients had histologically proven breast cancer with measurable and/or evaluable metastatic disease. Patients were excluded if they had received prior chemotherapy or > 2 hormonal therapy regimens for metastatic disease. Prior neoadjuvant and /or adjuvant chemotherapy, with or without anthracyclines, was permitted provided that at least 12 months had elapsed before study entry. Other eligibility criteria were WHO performance status <= 2, absolute neutrophil count (ANC) >= 2 x IO9/1, platelet count >= 100 x 109/l, hemoglobin >= 10 g/1, serum creatinine <= 140 umol/dl, ASAT/ALAT <= 2 x upper normal limit (UNL), and bilirubin <= 1.25 x UNL.","Exclusion criteria included: history of other malignancies (excluding non-melanoma skin cancer or well-excised cervical carcinoma), known CNS metastases, symptomatic peripheral neuropathy grade >= 2, any poorly controlled coexisting medical conditions, prior therapy with taxanes or vinorelbine, concurrent treatment with other anticancer or experimental drugs",during the first treatment cycle,NA
15139070,NA,Combination,No,Advanced Solid Tumors,"Patients were eligible for the current study if they met the following criteria: age  18 years, histologic diagnosis of a malignant solid tumor, a measurable or assessable lesion, <= 1 previous chemotherapy regimen for metastatic disease, a performance status of <= 2 on the Zubrod performance scale, life expectancy of >= 3 months, adequate bone marrow function (absolute granulocyte count >= 1500/L and a platelet count >= 140,000/L), adequate renal function (serum creatinine level <= 1.5 mg/dL or calculated or actual creatinine clearance >= 50 mL/min), and adequate hepatic function (serum bilirubin level <= 1.0 mg/dL and aspartate aminotransferase [AST] level <= 2.5 times the upper limit of normal [ULN] if the alkaline phosphatase [AP] level was <= the ULN; the AP level could be no more than 4 times the ULN; otherwise, the AST level had to be < 1.5 times the ULN and the AP level had to be < 2.5 times the ULN). Although previous radiation treatment was permitted, all chemotherapy or radiation was required to be completed >= 4 weeks before study entry. All patients entering the current study were informed of the investigational nature of the treatment and its potential adverse effects and were required to provide written informed consent.","Patients were ineligible for this trial if they had previous exposure to docetaxel or topotecan, symptomatic brain metastasis, serious infectious diseases, or active concurrent malignancies. They were also ineligible if they were lactating, pregnant, or wished to become pregnant, or if they had a history of drug allergy or psychiatric or medical problems severe enough to prevent compliance with the protocol. Patients with no history of previous therapy were eligible for this trial only if they were not eligible for protocols of higher priority.",in the first cycle,NA
12736567,NA,Combination,No,Advanced or Recurrent Breast Cancer ,"1) A histologically or cytologically confirmed primary lesion, or for metastatic or recurrent lesions, a histologic, cytologic or clinical diagnosis of the malignancy. 2) The neoplastic lesion (s) were measurable or assessable. 3) Patients failed to respond to prior chemotherapy regimens. 4) A washout period of >= 4 weeks since previous anticancer therapy was required. 5) JSCT (Japan Society for Cancer Therapy) performance status (PS) of 0 to 2. 6) A life expectancy of more than 3 months. 7) Adequate function of principal organs (bone marrow, heart, liver, lungs, kidneys, etc.), with leukocyte count 4,000-10,000/ram 3, neutrophil count >= 2,000/mm3, platelet count >= 100,000/mm3, hemoglobin >=  9.5 mg/dl, s-GOT and s-GPT <= twice the respective upper normal limits for the hospital (except for patients with liver metastasis), total bilirubin <= 1.5mg/dl, serum albumin >= 3.0g/dl, and serum creatinine and BUN within the normal range. 8) Age 15-74 years. 9) Written informed consent.","Patients were excluded from the study for any of the following: 1) known history of hypersensitivity to any drugs, 2) severe cardiac, infectious or hemorrhagic disorders, 3) peripheral neuropathy, 4) brain metastasis, 5) hypercalcemia, 6) concomitant malignancy, 7) prior intensive radiotherapy or chemotherapy with bone marrow transplantation, 8) pregnancy and lactation, 9) ongoing corticosteroid medication, 10) hepatic, renal or bone marrow dysfunction, and 11) varicella infection",During the First Cycle,NA
12373597,NA,Combination,No,advanced cancer,"Patients were enrolled onto this study if they met the following criteria: histologically confirmed advanced cancer, for which other forms of therapy had failed or were considered inappropriate; no more than one previous line of chemotherapy, > 4 weeks prior to enrollment; no prior exposure to a taxane or ifosfamide. Other eligibility criteria included age >= 17 years; ECOG performance status <= 2; expected survival duration of >= 3 months; adequate bone marrow function (absolute neutrophil count >= 2.0 x 109/l, platelets >= 100 x 109/l and Hb >= 100 g/l); adequate hepatic function (total bilirubin 516upper limit of normal (ULN); AST and ALT <= 2.5 x ULN, ALP <= 5 x ULN (except in presence of bone only metastases and other liver function tests normal, if both AST and/or ALT >= 1.5 x ULN and ALP >= 2.5 x ULN patients were excluded)); adequate renal function (serum creatinine <= 1.5 x ULN). ",Patients were excluded with significant co-morbid medical conditions; symptomatic peripheral neuropathy 4grade 2 according to NCIC Common Toxicity Criteria; and presence of CNS disease. ,in cycle 1,NA
11852999,NA,Combination,No,Metastatic Breast Cancer,"Patients were eligible for this study if they had a histologically confirmed carcinoma of the breast with metastasis. Patients were permitted to have received one prior chemotherapy regimen for metastatic disease. Patients who had prior exposure to taxanes for the treatment of metastatic disease were excluded; however, patients who received taxane-based adjuvant therapy with a disease-free interval longer than 6 months were considered eligible. Patients who had received vinblastine were not excluded. Patients were required to have a Zubrod performance status of 2 or less and a life expectancy of more than 12 weeks. Stable peripheral neuropathy of grade 1 or less was permissible. Laboratory requirements for eligibility included an absolute granulocyte count (AGC) of at least 1,500/mm3, platelet count of at least 100,000/mm3, a serum bilirubin level no greater than the upper limit of normal (ULN), and an aspartate aminotransferase and/or alanine aminotransferase value no greater than 1.5 times the ULN, concomitant with an alkaline phosphatase level less than 2.5 times the ULN. If only the aspartate or alanine aminotransferase value or the alkaline phosphatase value was abnormal, then patients with abnormal values up to three times the ULN were accepted. Patients with normal renal function as reflected by a normal blood-urea nitrogen level and creatinine level or a calculated creatinine clearance greater than 60 mg/min, adjusted for age, were eligible. At least 3 weeks had to have elapsed since each patient’s most recent administration of radiation therapy or chemotherapy.",NA,NA,NA
12140145,NA,Combination,No,advanced solid tumors,"Patients were eligible if they had advanced or metastatic solid tumors refractory to conventional therapy treated with at least one previous chemotherapy regimen. Eligibility criteria also included: age > 18 years; Karnofsky index > 60%; life expectancy of at least 12 weeks; and adequate bone marrow (platelets > 100x109 cells/l, absolute neutrophil count (ANC) > 1.5x109 cells/l), hepatic (total bilirubin within normal limits, aspartate transaminase < 2.0 times normal), and renal (serum creatinine < 1.5 times the upper limit of normal) functions. Patients had to have discontinued previous chemotherapy for at least 4 weeks. Prior radiotherapy to pelvis or abdomen was not allowed because of the increased risk of diarrhea induced by CPT-11. No major clinical neuropathy > grade 1, according to National Cancer Institute criteria, was allowed.",NA,during the first cycle,NA
11777624,NA,Combination,No,STAGE III NON– SMALL-CELL LUNG CANCER,"All patients had histologically proven and unresectable Stage III NSCLC. Inclusion criteria were as follows: performance status of 0 or 1 by the Eastern Cooperative Oncology Group (ECOG) scale; weight loss of < 10% within the past 6 months of diagnosis; age > 18 but < 70 years; forced expiratory volume in 1 second >= 1.5 L or > 50% of the predictive value; serum creatinine level <= 1.5 mg/dL; granulocyte count >= 2000/mL; platelet count >= 100,000/mL; serum bilirubin level <= 1.5 x the normal value; serum glutamic-oxaloacetic transaminase level <= 2.5 x the normal value; and alkaline phosphatase level <= 5 x the normal value. ","Exclusion criteria were as follows: supraclavicular lymph node involvement; malignant pleural effusion and/or pericardial effusion; recurrent disease after previous treatment; history of another malignancy (except for superficial skin cancer other than melanoma); history of anticancer chemotherapy or RT; recent history of myocardial infarction, angina pectoris, congestive heart failure, or uncontrolled arrhythmia within 6 months of diagnosis; and pregnancy",during the 7-week treatment,NA
12913084,NA,Combination,No,Head and Neck Cancer,"The eligibility criteria included 20–70 years of age, Eastern Cooperative Oncology Group (ECOG) performance status 0–2, serum creatinine <= 2.0 mg/dl, total bilirubin <= 1.5 mg/dl, GOT <= 80 IU/l, GPT <= 70 IU/l, white blood cell count >= 4000/mm3, hemoglobin >= 9.5 g/dl and platelets 100 000. ",Patients previously treated with radiotherapy or chemotherapy were excluded. Pregnant women or patients with major heart or infectious disease or uncontrolled diabetes mellitus were also excluded.,during the 6- or 7-week course of concurrent radiotherapy,NA
14977829,NA,Combination,No,High-Risk Localized Prostate Cancer,"Eligibility criteria included the following criteria: histologically confirmed adenocarcinoma of the prostate; prostatectomy planned as primary therapy; >= 10 years life expectancy; and any of the following high risk features: clinical stage T2c or surgically resectable T3a, or PSA >= 15 ng/ml, or Gleason grade >= 4 + 3 (4 + 3, 4 + 4, or any 5 elements).","Patients could not have bone metastases on radionuclide bone scan, lymph nodes >= 2 cm in diameter on pelvic computed tomography scan (scan required only in patients with a PSA >= 40 ng/ml), Eastern Cooperative Oncology Group performance status > 2, and left ventricular ejection fraction <= 50% by multiple gated acquisition technetium scan. Patients were also excluded for the following: any prior therapy for prostate cancer; significant active medical illness; second malignancy other than nonmelanoma skin cancer within 5 years; >= grade 2 peripheral neuropathy; hypersensitivity to drugs formulated with polysorbate-80; significant contraindications to corticosteroids; WBC count < 3000/mm3 ; neutrophil count < 1500/mm3; platelet count < 100,000/mm3; or conjugated bilirubin  upper limit of normal (ULN), alkaline phosphatase > 4.0 x ULN, alanine transaminase (ALT) > 2.0 x ULN, or ALT > 1.5 x ULN concomitant with alkaline phosphatase > 2.5 xULN",during the first cycle of therapy,NA
14735175,NA,Combination,No,locally advanced squamous cell carcinoma of the head and neck (SCCHN),"Patients were selected if they had histologically or cytologically confirmed SCCHN, at least one unidimensionally measurable lesion, and stage III or IV disease without evidence of distant metastases. Patients with primary sites in the nasopharynx, mesopharynx, hypopharynx, larynx, oral cavity or paranasal sinus were eligible. Patients were required to be from 20 to 75 years of age and have an Eastern Cooperative Oncology Group (ECOG) performance status (PS) of 0 or 1, life expectancy of at least 3 months, a WBC count of >= 4000 cells ul -1, an absolute neutrophil count (ANC) of >= 2000 cells ul -1, a platelet count of >= 100 000 ul-1, a haemoglobin level of >= 9.5 g dl-1, AST, ALT and alkaline phosphatase levels below 2.5 times the upper limit of normal (ULN), total bilirubin and creatinine levels below than 1.5 times ULN, a BUN level below the ULN and a 24-h creatinine clearance rate of more than 60 ml min-1","Patients who had received previous chemotherapy, radiotherapy or surgery were excluded. Patients were ineligible if they had another cancer.  Patients with significant cardiac arrhythmia or heart failure were ineligible",during the first treatment cycle,NA
14676112,NA,Single Drug,No,patients with peritoneal carcinomatosis,"Patients were required to have chemotherapeutically unresponsive malignancies, to have relapsed after previous chemotherapeutic regimens, or to have malignancies for which no defined “standard” chemotherapeutic regimen exists. Patients included in the study had a Karnofsky performance status >= 60%, age >=18 years, an expected survival >= 3 months, a serum creatinine <= 1.5 mg/dl or a 24-h creatinine clearance >= 50 ml/min, a total WBC >= 3,500/ul or absolute neutrophil count >= 2,000/ul, and platelet count >= 150,000/ul. Adequate hepatic function was defined as a serum bilirubin <= 1.5 mg/dl and aspartate aminotransferase and alanine aminotransferase within twice the institutional upper limit of normal. Previous radiation or chemotherapy must have been completed at least 4 weeks before beginning treatment on this protocol. There was no limit on the number of previous courses or types of chemotherapy. Female patients could not be pregnant. Patients must have been willing to undergo the necessary surgical procedure for insertion and removal of an i.p. catheter. All patients gave their voluntary informed consent and signed a consent document that had been reviewed and approved by the City of Hope National Medical Center Clinical Protocol Review and Monitoring Committee and Institutional Review Board.",during the first cycle,NA,NA
12491518,NA,Combination,No,Refractory Malignancies,"Patients with histologically or cytologically proven malignant disease that was refractory to standard therapy and who were treated with only one or two previous chemotherapy regimens were enrolled into the study. Other eligibility criteria included age 18–75 years, an Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1, adequate hepatic function (total bilirubin <= 1.5 mg/dL, transaminases <= 2.5 times the institutional upper limit of normal [ULN], and alkaline phosphatase [ALP] <= 4 times ULN), adequate renal function (serum creatinine <= 1.5 mg/dL or measured/calculated creatinine clearance <= 60 mL/minute), adequate hematologic status (white blood cell count >= 3000/L, absolute neutrophil count (ANC) >= 1000/L, hemoglobin >= 9.0 gm/ dL, and platelet count >= 100,000/L), and measurable or evaluable disease.","Exclusion criteria included prior therapy with gemcitabine or docetaxel; radiotherapy to major bone marrow areas within 4 weeks of entry; prior bone marrow transplantation or stem cell support; therapy with investigational drugs within 4 weeks of study entry; pregnant or currently lactating; refusal to use effective contraception while on study if female of child-bearing potential; inability to give informed consent; medically unstable; psychological, social, and/or geographic issues not permitting weekly medical follow-up or compliance with the study protocol; and history of hypersensitivity reaction to products containing polysorbate 80 (Tween 80).",during Cycle I,NA
11557122,NA,Combination,No,non-small cell lung cancer,"Patients were eligible if they had histologically or cytologically proven unresectable locally advanced and metastatic NSCLC (clinical stage IIIb or IV). Other criteria included the following: (1) age >20 and < 75 years; (2) World Health Organization (WHO) performance status 0–1; (3) no other previous anticancer therapy; (4) adequate bone marrow (neutrophil counts > 2×103/ul, hemoglobin > 10 mg/dl, platelets counts > 100×10 3/ul), normal hepatic (total bilirubin level < 1.5 times and AST two times the upper normal limits), and renal (creatinine 1.5 mg/dl, creatinine clearance > 60 ml/min) functions. All patients gave written informed consent to participate in this study.",Patients were excluded from the trial for any of the following reasons: (1) active infection; (2) severe heart disease; (3) past history of hypersensitivity to drugs (for example; aspirin or antibiotics); (4) pleural or pericardial effusion that required drainage; (5) active brain metastasis; (6) pregnancy. Patients with concomitant active malignancy were also excluded. Other concomitant anticancer therapy or experimental drug administration of any type was not permitted.,at the two cycles of this chemotherapy,NA
12602908,NA,Single Drug,No,refractory metastatic breast carcinoma,"Before entry into the study all patients had to fulfil the following eligibility criteria: written informed consent; histologically proven MBC; age ≥18 but ≤70 years; ECOG performance status of 0– 2; life expectancy of at least 3 months; adequate bone marrow function (WBC ≥4,000/mmc, PTL ≥120,000/mmc, Hb ≥9 gr%); adequate liver (serum bilirubin ≤1.2 mg%, serum transaminases less than 2 times the normal value), and renal functions (serum creatinine ≤1.2 mg%, BUN ≤50 mg%); normal cardiac function as evaluated by EKG and echocardiography; no signs of CNS metastases; and absence of severe, uncontrolled metabolic, respiratory, cardiovascular, or neurological diseases. Other pre-requisites necessary for eligibility included: absence of second malignancy with the exception of adequately managed in situ uterine carcinoma or cutaneous basal cell carcinoma; and geographical accessibility to the oncological centers in order to guarantee a correct follow-up. Patients had not to have previously received a taxane drug for any reason. Previous hormonal therapy (HT) and radiotherapy (RT) were allowed. All antineoplastic therapies had to be withdrawn at least 3 weeks before entry into the study to avoid overlapping toxicity.",NA,during the first six 15-day cycles of CT,NA
12698179,NA,Combination,No,anthracycline pretreated advanced breast cancer,"Patients with histologically confirmed stage IV breast cancer pretreated with anthracycline-based chemotherapy were enrolled; patients progressing on anthracycline-based therapy or within 4 months after the end of such a treatment or patients treated with neoadjuvant and adjuvant anthracyclines that progressed within 12 months after the end of adjuvant chemotherapy were deemed anthracycline-refractory, while all other patients were considered potentially anthracycline-sensitive. Patients had to have bidimensionally measurable lesions with at least one outside a previously irradiated field, unless definite evidence of progression at this site was observed during a minimum 3-month period. No prior taxanes or ifosfamide were allowed. Other inclusion criteria were as follows: age 18– 72 years; a World Health Organization (WHO) performance status (PS) of 0 –2; life expectancy of at least 3 months; adequate haematopoietic (ANC >= 1500 ul-1, PLT >= 100 000 ul-1), liver (bilirubin < 1.5 mg dl-1, AST/ALT < 2 x upper normal limit, unless caused by tumour and serum albumin > 3.0 g dl-1) and renal function (BUN and creatinine < 1.5 x upper normal limit; and creatinine clearance > 50 ml min-1), and cardiac function (left ventricular ejection fraction (LVEF) >= 50%). Patients with brain metastases were eligible provided that they had been irradiated and had clinical and radiological improvement and were off steroids or receiving tapering doses of steroids.","Other exclusion criteria were radiation therapy within 4 weeks from treatment initiation, irradiation of more than 25% of the bone marrow-bearing skeleton, severe infection or malnutrition",during the first chemotherapy cycle ,NA
12942107,NA,Combination,No,locally advanced non-small-cell lung cancer,"Patients with histologically or cytologically confirmed NSCLC, unresectable stage IIIA or IIIB disease, were eligible for the study; however, those with T3N1 disease, malignant pleural effusion, pericardial effusion, or pleural dissemination were excluded. Other entry criteria included previously untreated disease, measurable lesion, Eastern Cooperative Oncology Group (ECOG) performance status (PS) (Oken et al, 1982) p1, age p75 years, and no history of malignancy within 5 years of study. Before enrolment, each patient had a complete medical history and physical, laboratory, and staging assessments. The laboratory examinations consisted of complete blood cell count (CBC), serum chemistry and tumour marker analyses, 24-h creatinine clearance evaluation, arterial blood gas analysis, urinalysis, electrocardiogram, and pulmonary function tests. Staging work-up included chest plain radiographs, computed tomography (CT) scan of the chest and abdomen (ultrasonography of the abdomen could be substituted), magnetic resonance imaging of the brain, radionuclide bone scan, and bronchofiberscopy. Mediastinoscopy was not included in the staging work-up. A mediastinal lymph node X10 mm along the short axis by CT scan was defined as a metastatic lymph node (N2- 3). Patients were required to have a white blood cell (WBC) count >= 4000 ul-1, platelet (PLT) count >= 100,000 ul-1, haemoglobin level >= 9 g dl-1, serum bilirubin level <= 1.5 mg dl-1, serum aspartate aminotransferase and alanine aminotransferase levels <= 2.5 times the upper normal limit, serum creatinine level <= 1.5 mg dl-1, 24-h creatinine clearance level >= 60 ml min-1, and arterial oxygen pressure (PaO2) >= 60 mmHg. ","Patients were excluded if they had markedly diminished vital capacity and/or forced expiratory volume in 1 s, any serious underlying diseases or complications, or were women who were pregnant, breast feeding, or of childbearing age",NA,NA
15122076,NA,Combination,No,advanced non small cell lung cancer (NSCLC),"All patients must have had a histologic or unequivocal cytologic diagnosis of non-small cell lung carcinoma and a SWOG performance status of 0–2. Eligible patients had stage IIIB, defined by a pleural effusion, unsuitability for irradiation, refusal to undergo radiation therapy, or stage IV disease. Patients with brain metastases were eligible if they completed radiotherapy or surgical resection 2 weeks before beginning therapy with objective evidence of stable disease or significant improvement in brain lesions on follow-up CT or MRI scan. Measurable or evaluable disease was allowed. All x-rays and scans to assess response and fulfill staging requirements were completed within 28 days prior to registration; bone scans are required only if clinically indicated and within 42 days of treatment. Brain MRI or CT scans were required only if clinically indicated and within 42 days of treatment. No prior chemotherapy was allowed and no prior radiation therapy to the measurable or evaluable site(s) to be followed for response was allowed. Completion of radiation therapy was required 2 weeks before starting the trial. All patients must have had an expected life expectancy of at least 3 months to be entered on the trial. Adequate renal, hepatic, and hematologic functions as defined by the following laboratory values obtained within 7 days of registration: Hematologic: WBC >3500/mm3, absolute granulocyte count >1500/mm3, platelet count >100,000/mm3; Serum bilirubin ≤ institutional upper limits of normal, AST and ALT ≤2.5 × institutional upper limits of normal (IULN), if alkaline phosphatase is ≤IULN.: Alkaline phosphatase may be up to 4 × IULN, if AST and/or ALT are ≤IUNL. However, patients with both increased transaminases >1.5 IULN and ALP >2.5 IULN were not eligible for this study; Renal function: Serum creatinine < institutional upper limits of normal, or a measured or calculated creatinine clearance of >50 ml/min. All patients were over 18 years old. Signed informed consent according to institutional and federal guidelines was required","Patients with a past or current history of another neoplasm, except for non-metastatic, non-melanoma skin cancers, carcinoma in situ of the cervix, or cancer cured by surgery or small field radiotherapy ≥5 years prior to registration. Patients with a significant history of cardiovascular disease, i.e. inadequately controlled hypertension, angina, myocardial infarction within the last 6 months, history or treatment for congestive heart failure unless resting MUGA scan ejection fraction is ≥50% were ineligible. Evidence of grade >2 peripheral neuropathy disqualified patients from the study. Females who were pregnant or nursing were not allowed to enroll.",NA,NA
11943893,NA,Combination,No,Squamous Cell Carcinoma of the Head and Neck (SCCHN),"Patients with locally advanced nonmetastatic SCCHN were enrolled in an institutional review board–approved phase I/II study of opTPFL followed by definitive radiation therapy. All patients signed institutional review board–approved informed consent documents before enrollment. Patients with American Joint Committee on Cancer stage III or IV (M0) SCCHN, with the exception of those with T1N1 or exophytic T3N0 lesions, were eligible. All subjects were required to have an Eastern Cooperative Oncology Group performance status of 2 or less, adequate and balanced enteral intake of food, life expectancy of more than 3 months, leukocytes 4,000 cells/mm3 or more or normal neutrophil count, platelets 100,000/mm3 or more, hemoglobin 10 g/dl or more, aspartate transaminase less than 1.5 x upper limit of normal, alkaline phosphatase less than 2.5 upper limit of normal, total bilirubin less than or equal to 2 x upper limit of normal, creatinine less than or equal to 1.5 mg/dl or 24-hour creatinine clearance greater than 50 ml/min, peripheral neuropathy less than grade II by National Cancer Institute Common Toxicity Criteria, and be able to tolerate 3 l of intravenous normal saline per day.",Patients with previous SCCHN were ineligible except for patients who were treated with surgery as the sole modality. Patients with other invasive malignancies within 3 years of trial enrollment were ineligible. Pregnant or breastfeeding patients were not eligible for this study,during cycle 1,NA
