PMID,NCTID,CombnID,DLT,Grade,At_Level,Duration,Observed_Frequency,Total,Occurence,Comments,combined_dose_info
11943893,NA,320,Hearing loss,4,7,NA,1,4,NA,NA,"leucovorin (100 mg), leucovorin (500 mg/m2), docetaxel (95 mg/m2), cisplatin (100 mg/m2), cisplatin (100 mg/m2), 5-fu (700 mg/m2)"
11943893,NA,320,mucositis,4,7,NA,1,4,NA,NA,"leucovorin (100 mg), leucovorin (500 mg/m2), docetaxel (95 mg/m2), cisplatin (100 mg/m2), cisplatin (100 mg/m2), 5-fu (700 mg/m2)"
11943893,NA,320,Hyponatremia,4,6,NA,1,15,NA,NA,"leucovorin (100 mg), leucovorin (500 mg/m2), docetaxel (90 mg/m2), cisplatin (100 mg/m2), cisplatin (100 mg/m2), 5-fu (700 mg/m2)"
15108042,NA,321,Mucositis,3,1,NA,1,6,NA,NA,"docetaxel (10 mg/m2), radiation (2 Gy)"
15108042,NA,321,Dysphagia,3,1,NA,1,6,NA,NA,"docetaxel (10 mg/m2), radiation (2 Gy)"
15108042,NA,321,Radiation dermatitis,4,1,NA,1,6,NA,NA,"docetaxel (10 mg/m2), radiation (2 Gy)"
15108042,NA,321,Mucositis,4,2,NA,1,6,NA,NA,"docetaxel (15 mg/m2), radiation (2 Gy)"
15108042,NA,321,Mucositis,3,2,NA,1,6,NA,NA,"docetaxel (15 mg/m2), radiation (2 Gy)"
15108042,NA,321,Pain in swallowing,3,2,NA,1,6,NA,NA,"docetaxel (15 mg/m2), radiation (2 Gy)"
12172503,NA,322,febrile neutropenia,NA,1,NA,1,4,NA,NA,"docetaxel (85 mg/m2), gemcitabine (800 mg/m2)"
12172503,NA,322,thrombocytopenia,4,1,NA,1,4,NA,NA,"docetaxel (85 mg/m2), gemcitabine (800 mg/m2)"
12172503,NA,322,neutropenia,4,1,8 days,1,4,NA,NA,"docetaxel (85 mg/m2), gemcitabine (800 mg/m2)"
12172503,NA,322,infection,3,1,NA,1,4,NA,NA,"docetaxel (85 mg/m2), gemcitabine (800 mg/m2)"
12172503,NA,322,infection,3,3,NA,1,6,NA,NA,"docetaxel (85 mg/m2), gemcitabine (800 mg/m2)"
12172503,NA,322,neutropenias,4,3,>7 days,2,6,NA,NA,"docetaxel (85 mg/m2), gemcitabine (800 mg/m2)"
12172503,NA,322,febrile neutropenia,NA,3,NA,1,6,NA,NA,"docetaxel (85 mg/m2), gemcitabine (800 mg/m2)"
12172503,NA,322,thrombocytopenia,4,3,NA,1,6,NA,NA,"docetaxel (85 mg/m2), gemcitabine (800 mg/m2)"
12172503,NA,322,neuropathy,3,3,NA,1,6,NA,NA,"docetaxel (85 mg/m2), gemcitabine (800 mg/m2)"
12172503,NA,322,febrile neutropenia,NA,4,NA,3,4,NA,NA,"docetaxel (85 mg/m2), gemcitabine (1000 mg/m2)"
12172503,NA,322,infection,3,3.5,NA,1,4,NA,NA,"docetaxel (85 mg/m2), gemcitabine (800 mg/m2)"
12172503,NA,322,stomatitis,4,3.5,NA,1,4,NA,NA,"docetaxel (85 mg/m2), gemcitabine (800 mg/m2)"
11810041,NA,323,asthenia,3,1,NA,1,5,NA,NA,"gemcitabine (800 mg/m2), docetaxel (30 mg/m2)"
11810041,NA,323,stomatitis,3,3,NA,1,8,NA,NA,"gemcitabine (800 mg/m2), docetaxel (40 mg/m2)"
11810041,NA,323,diarrhea,4,3,NA,1,8,NA,NA,"gemcitabine (800 mg/m2), docetaxel (40 mg/m2)"
11810041,NA,323,thrombocytopenia,4,3,NA,1,8,NA,NA,"gemcitabine (800 mg/m2), docetaxel (40 mg/m2)"
11810041,NA,323,stomatitis,4,3,NA,2,8,NA,NA,"gemcitabine (800 mg/m2), docetaxel (40 mg/m2)"
11810041,NA,323,leukopenia,4,3,NA,4,8,NA,NA,"gemcitabine (800 mg/m2), docetaxel (40 mg/m2)"
11810041,NA,323,asthenia,3,3,NA,5,8,NA,NA,"gemcitabine (800 mg/m2), docetaxel (40 mg/m2)"
11810041,NA,323,asthenia,3,2,NA,1,5,NA,NA,"gemcitabine (800 mg/m2), docetaxel (35 mg/m2)"
11810041,NA,323,stomatitis,3,2,NA,1,5,NA,NA,"gemcitabine (800 mg/m2), docetaxel (35 mg/m2)"
14663635,NA,324,Fatigue/asthenia,4,4,NA,2,3,NA,NA,docetaxel (45 mg/m2)
14663635,NA,324,Neuropathy/sensory,4,4,NA,1,3,NA,NA,docetaxel (45 mg/m2)
25947565,NCT01624441,325,Syncope,3,1,NA,2,6,NA,NA,"dinaciclib (20 mg/m2), epirubicin (75 mg/m2)"
25947565,NCT01624441,325,Febrile Neutropenia,3,1,NA,1,6,NA,NA,"dinaciclib (20 mg/m2), epirubicin (75 mg/m2)"
25947565,NCT01624441,325,Febrile Neutropenia,3,2,NA,1,3,NA,NA,"dinaciclib (30 mg/m2), epirubicin (75 mg/m2)"
25947565,NCT01624441,325,Vomiting,3,2,NA,1,3,NA,NA,"dinaciclib (30 mg/m2), epirubicin (75 mg/m2)"
25312684, NCT01337505,326,dehydration,4,2,NA,1,18,NA,NA,aldoxorubicin (350 mg/m2)
25312684, NCT01337505,326,sepsis,4,2,NA,1,18,NA,NA,aldoxorubicin (350 mg/m2)
25312684, NCT01337505,326,neutropenia,4,2,NA,1,18,NA,NA,aldoxorubicin (350 mg/m2)
25312684, NCT01337505,326,neutropenia,4,3,NA,1,2,NA,NA,aldoxorubicin (450 mg/m2)
25312684, NCT01337505,326,febrile neutropenia,3,3,NA,1,2,NA,NA,aldoxorubicin (450 mg/m2)
24807889,NA,1,hypotension,3,8,NA,1,8,NA,NA,vtx-2337 (3.9 mg/m2)
25958319,NA,3,hypocalcemia,4,3,NA,1,9,NA,NA,"doxorubicin (45 mg/m2), cisplatin (50 mg/m2), cisplatin (50 mg/m2), paclitaxel (90 mg/m2)"
25958319,NA,3,hyponatremia,3,3,NA,1,9,NA,NA,"doxorubicin (45 mg/m2), cisplatin (50 mg/m2), cisplatin (50 mg/m2), paclitaxel (90 mg/m2)"
25958319,NA,3,hypomagnesemia,3,3,NA,1,9,NA,NA,"doxorubicin (45 mg/m2), cisplatin (50 mg/m2), cisplatin (50 mg/m2), paclitaxel (90 mg/m2)"
25958319,NA,3,hypokalemia,3,3,NA,1,9,NA,NA,"doxorubicin (45 mg/m2), cisplatin (50 mg/m2), cisplatin (50 mg/m2), paclitaxel (90 mg/m2)"
25958319,NA,3,hypokalemia,4,4,NA,1,6,NA,NA,"doxorubicin (45 mg/m2), cisplatin (75 mg/m2), cisplatin (75 mg/m2), paclitaxel (75 mg/m2)"
25958319,NA,3,hypomagnesemia,3,4,NA,1,6,NA,NA,"doxorubicin (45 mg/m2), cisplatin (75 mg/m2), cisplatin (75 mg/m2), paclitaxel (75 mg/m2)"
25958319,NA,3,hypocalcemia,4,5,NA,1,6,NA,NA,"doxorubicin (45 mg/m2), cisplatin (75 mg/m2), cisplatin (75 mg/m2), paclitaxel (? mg/m2)"
25958319,NA,3,hyponatremia,4,4,NA,1,6,NA,NA,"doxorubicin (45 mg/m2), cisplatin (75 mg/m2), cisplatin (75 mg/m2), paclitaxel (75 mg/m2)"
25958319,NA,3,hypokalemia,3,4,NA,1,6,NA,NA,"doxorubicin (45 mg/m2), cisplatin (75 mg/m2), cisplatin (75 mg/m2), paclitaxel (75 mg/m2)"
25958319,NA,3,mucositis,3,4,NA,1,6,NA,NA,"doxorubicin (45 mg/m2), cisplatin (75 mg/m2), cisplatin (75 mg/m2), paclitaxel (75 mg/m2)"
25958319,NA,3,syncopal event,3,4,NA,1,6,NA,NA,"doxorubicin (45 mg/m2), cisplatin (75 mg/m2), cisplatin (75 mg/m2), paclitaxel (75 mg/m2)"
21625179,NA,4,neutropenia,4,4,NA,1,4,NA,NA,"doxorubicin (75 mg/m2), th-302 (340 mg/m2)"
21625179,NA,4,cellulitis,3,4,NA,1,4,NA,NA,"doxorubicin (75 mg/m2), th-302 (340 mg/m2)"
21625179,NA,4,thrombocytopenia,4,4,NA,1,4,NA,NA,"doxorubicin (75 mg/m2), th-302 (340 mg/m2)"
21625179,NA,4,febrile neutropenia,3,3,NA,1,6,NA,NA,"doxorubicin (75 mg/m2), th-302 (300 mg/m2)"
25189481,NCT01100944,5,nausea,3,2,NA,1,2,NA,NA,"belinostat (500 mg/m2), cisplatin (50 mg/m2), cisplatin (50 mg/m2), doxorubicin (25 mg/m2)"
25189481,NCT01100944,5,diarrhea,3,2,NA,1,2,NA,NA,"belinostat (500 mg/m2), cisplatin (50 mg/m2), cisplatin (50 mg/m2), doxorubicin (25 mg/m2)"
25189481,NCT01100944,5,neutropenia,4,2,NA,1,2,NA,NA,"belinostat (500 mg/m2), cisplatin (50 mg/m2), cisplatin (50 mg/m2), doxorubicin (25 mg/m2)"
25189481,NCT01100944,5,thrombocytopenia,4,2,NA,1,2,NA,NA,"belinostat (500 mg/m2), cisplatin (50 mg/m2), cisplatin (50 mg/m2), doxorubicin (25 mg/m2)"
25858498,NCT00789633,6,mucositis,3,2,NA,1,13,NA,NA,"doxorubicin (75 mg/m2), cixutumumab (3 mg/kg)"
25858498,NCT00789633,6,hyperglycemia,4,3,NA,1,12,NA,NA,"doxorubicin (75 mg/m2), cixutumumab (6 mg/kg)"
25615852,NA,7,nausea,3,1,NA,1,5,NA,NA,"pazopanib (400 mg), liposomal doxorubicin (40 mg/m2)"
25615852,NA,7,dehydration,2,1,NA,1,5,NA,NA,"pazopanib (400 mg), liposomal doxorubicin (40 mg/m2)"
25615852,NA,7,inability to administer all doses in cycle 1,NA,1,NA,2,5,NA,NA,"pazopanib (400 mg), liposomal doxorubicin (40 mg/m2)"
25615852,NA,7,rash,3,-1,NA,1,8,NA,NA,"pazopanib (400 mg), liposomal doxorubicin (30 mg/m2)"
24141374,NA,8,oesophagitis,3,4,NA,1,4,NA,NA,"pegylated liposomal doxorubicin (45 mg/m2), cyclophosphamide (500 mg/m2)"
24141374,NA,8,thrombopenia,3,4,NA,1,4,NA,NA,"pegylated liposomal doxorubicin (45 mg/m2), cyclophosphamide (500 mg/m2)"
24141374,NA,8,neutropenia,4,4,NA,1,4,NA,NA,"pegylated liposomal doxorubicin (45 mg/m2), cyclophosphamide (500 mg/m2)"
24141374,NA,8,leucopoenia,4,4,NA,1,4,NA,NA,"pegylated liposomal doxorubicin (45 mg/m2), cyclophosphamide (500 mg/m2)"
24141374,NA,8,stomatitis,3,4,NA,1,4,NA,NA,"pegylated liposomal doxorubicin (45 mg/m2), cyclophosphamide (500 mg/m2)"
24141374,NA,8,vomiting,3,4,NA,1,4,NA,NA,"pegylated liposomal doxorubicin (45 mg/m2), cyclophosphamide (500 mg/m2)"
24141374,NA,8,constipation,3,4,NA,1,4,NA,NA,"pegylated liposomal doxorubicin (45 mg/m2), cyclophosphamide (500 mg/m2)"
24141374,NA,8,asthenia,3,4,NA,1,4,NA,NA,"pegylated liposomal doxorubicin (45 mg/m2), cyclophosphamide (500 mg/m2)"
25536954,NCT01027910,9,neutropenia,3,1.5,NA,1,3,NA,NA,"abexinostat (30 mg/m2), doxorubicin (75 mg/m2)"
25536954,NCT01027910,9,neutropenia,4,1.5,NA,1,3,NA,NA,"abexinostat (30 mg/m2), doxorubicin (75 mg/m2)"
25536954,NCT01027910,9,infection,3,3,NA,1,5,NA,NA,"abexinostat (60 mg/m2), doxorubicin (75 mg/m2), g-csf (NA NA), g-csf (NA NA)"
25536954,NCT01027910,9,thrombocytopenia,4,3,NA,1,5,NA,NA,"abexinostat (60 mg/m2), doxorubicin (75 mg/m2), g-csf (NA NA), g-csf (NA NA)"
20629034,NA,10,neutropenic fever,NA,1,NA,1,6,NA,NA,"ptk787/zk222584 (750 mg), doxorubicin (60 mg/m2)"
20629034,NA,10,neutropenia,4,2,NA,2,3,NA,NA,"ptk787/zk222584 (1000 mg), doxorubicin (60 mg/m2)"
20629034,NA,10,mucositis,4,2,NA,1,3,NA,NA,"ptk787/zk222584 (1000 mg), doxorubicin (60 mg/m2)"
25058346,NA,12,ALT elevation,3,2,NA,1,3,on day 8,NA,"nintedanib (200 mg), paclitaxel (80 mg/m2), adriamycin (60 mg/m2), cyclophosphamide (600 mg/m2)"
25058346,NA,12,ALT elevation,4,2,NA,1,3,on day 8,NA,"nintedanib (200 mg), paclitaxel (80 mg/m2), adriamycin (60 mg/m2), cyclophosphamide (600 mg/m2)"
25058346,NA,12,AST and GGT elevation,3,2,NA,1,3,on day 8,NA,"nintedanib (200 mg), paclitaxel (80 mg/m2), adriamycin (60 mg/m2), cyclophosphamide (600 mg/m2)"
22752217,NA,13,neutropenia,4,2,>5 days,1,6,NA,NA,"epirubicin (50 mg/m2), oxaliplatin (130 mg/m2), oxaliplatin (130 mg/m2), s-1 (40 mg/m2)"
22752217,NA,13,diarrhea,3,3,NA,2,3,in cycle 1,NA,"epirubicin (50 mg/m2), oxaliplatin (130 mg/m2), oxaliplatin (130 mg/m2), s-1 (45 mg/m2)"
22752217,NA,13,nausea,3,3,NA,1,3,in cycle 1,NA,"epirubicin (50 mg/m2), oxaliplatin (130 mg/m2), oxaliplatin (130 mg/m2), s-1 (45 mg/m2)"
22178041,NA,14,alanine aminotransferase (ALT) increase,3,5,NA,1,3,NA,NA,heat-deployed liposomal doxorubicin (60 mg/m2)
22178041,NA,14,neutropenia,4,5,NA,1,3,NA,NA,heat-deployed liposomal doxorubicin (60 mg/m2)
22178041,NA,14,neutropenia,4,4,NA,1,6,NA,NA,heat-deployed liposomal doxorubicin (50 mg/m2)
26115930,NA,15,neutropenia,4,2,8 and 9 days,2,6,NA,NA,myocet® (75 mg/m2)
20352294,NA,16,thrombocytopenia,4,2,NA,1,6,NA,NA,"pemetrexed (400 mg/m2), pegylated liposomal doxorubicin (35 mg/m2)"
20352294,NA,16,febrile neutropenia,3,3,NA,1,9,NA,NA,"pemetrexed (500 mg/m2), pegylated liposomal doxorubicin (35 mg/m2)"
20352294,NA,16,febrile neutropenia,4,5,NA,1,3,NA,NA,"pemetrexed (500 mg/m2), pegylated liposomal doxorubicin (45 mg/m2)"
20352294,NA,16,neutropenia,4,5,>7 days,1,3,NA,NA,"pemetrexed (500 mg/m2), pegylated liposomal doxorubicin (45 mg/m2)"
20352294,NA,16,thrombocytopenia,4,5,NA,2,3,NA,NA,"pemetrexed (500 mg/m2), pegylated liposomal doxorubicin (45 mg/m2)"
20352294,NA,16,febrile neutropenia,3,5,NA,1,3,NA,NA,"pemetrexed (500 mg/m2), pegylated liposomal doxorubicin (45 mg/m2)"
20405155,NA,17,febrile neutropenia,NA,2,NA,1,6,NA,NA,"liposomal doxorubicin (35 mg/m2), zd1839 (250 mg)"
25278449,NCT01240629,18,neutropenia,4,2,>7 days,2,8,NA,NA,aezs-108 (210 mg/m2)
25278449,NCT01240629,18,neutropenia,4,3,>7 days,1,7,NA,NA,aezs-108 (267 mg/m2)
23763920,NCT00271063,19,mucositis,3,1,NA,1,15,day 10,NA,annamycin (190 mg/m2)
23763920,NCT00271063,19,mucositis,4,1,NA,2,15,"day 10, day 15",NA,annamycin (190 mg/m2)
23763920,NCT00271063,19,mucositis,3,-1,NA,3,15,NA,NA,annamycin (150 mg/m2)
23763920,NCT00271063,19,diarrhea,3,-1,NA,1,15,NA,NA,annamycin (150 mg/m2)
23763920,NCT00271063,19,typhlitis,3,-1,NA,1,15,NA,NA,annamycin (150 mg/m2)
23763920,NCT00271063,19,nausea,3,-1,NA,1,15,NA,NA,annamycin (150 mg/m2)
20495918,NA,21,neutropenia,4,2,NA,1,7,NA,NA,"5-fu (225 mg/m2), cisplatin (20 mg/m2), cisplatin (20 mg/m2), epirubicin (10 mg/m2), radiation therapy (54 Gy)"
20495918,NA,21,Dehydration,3,2,NA,1,7,NA,NA,"5-fu (225 mg/m2), cisplatin (20 mg/m2), cisplatin (20 mg/m2), epirubicin (10 mg/m2), radiation therapy (54 Gy)"
20495918,NA,22,diarrhea,3,1,NA,1,6,NA,NA,"5-fu (200 mg/m2), irinotecan (30 mg/m2), epirubicin (10 mg/m2), radiation therapy (54 Gy)"
20495918,NA,22,dehydration,4,1,NA,1,6,NA,NA,"5-fu (200 mg/m2), irinotecan (30 mg/m2), epirubicin (10 mg/m2), radiation therapy (54 Gy)"
20495918,NA,22,dehydration,3,2,NA,1,5,NA,NA,"5-fu (225 mg/m2), irinotecan (30 mg/m2), epirubicin (10 mg/m2), radiation therapy (54 Gy)"
20495918,NA,22,mucositis,3,2,NA,1,5,NA,NA,"5-fu (225 mg/m2), irinotecan (30 mg/m2), epirubicin (10 mg/m2), radiation therapy (54 Gy)"
17551496,NA,23,neutropaenia resulted in treatment delay,3,2,NA,1,6,NA,NA,"pegylated liposomal doxorubicin (12 mg/m2), paclitaxel (100 mg/m2), gemcitabine (800 mg/m2)"
17551496,NA,23,neutropaenia resulted in treatment delay,2,2,NA,1,6,NA,NA,"pegylated liposomal doxorubicin (12 mg/m2), paclitaxel (100 mg/m2), gemcitabine (800 mg/m2)"
17551496,NA,23,neutropaenia,4,3,NA,1,9,NA,NA,"pegylated liposomal doxorubicin (12 mg/m2), paclitaxel (100 mg/m2), gemcitabine (1000 mg/m2)"
17551496,NA,23,anaemia resulted in treatment delay,2,3,NA,1,9,NA,NA,"pegylated liposomal doxorubicin (12 mg/m2), paclitaxel (100 mg/m2), gemcitabine (1000 mg/m2)"
17551496,NA,23,neutropaenia,4,4,NA,1,4,NA,NA,"pegylated liposomal doxorubicin (12 mg/m2), paclitaxel (110 mg/m2), gemcitabine (1000 mg/m2)"
17551496,NA,23,neutropaenia resulted in treatment delay,3,4,NA,1,4,NA,NA,"pegylated liposomal doxorubicin (12 mg/m2), paclitaxel (110 mg/m2), gemcitabine (1000 mg/m2)"
17551496,NA,23,neutropaenia resulted in treatment delay,2,1,NA,1,4,NA,NA,"pegylated liposomal doxorubicin (10 mg/m2), paclitaxel (100 mg/m2), gemcitabine (800 mg/m2)"
17960381,NA,24,neutropenia resulted in treatment delay,3,4,NA,1,6,NA,NA,"pegylated liposomal doxorubicin (12 mg/m2), paclitaxel (110 mg/m2), oxaliplatin (60 mg/m2), oxaliplatin (60 mg/m2)"
17960381,NA,24,neutropenia resulted in treatment delay,2,4,NA,1,6,NA,NA,"pegylated liposomal doxorubicin (12 mg/m2), paclitaxel (110 mg/m2), oxaliplatin (60 mg/m2), oxaliplatin (60 mg/m2)"
17960381,NA,24,neutropenia resulted in treatment delay,3,5,NA,1,6,NA,NA,"pegylated liposomal doxorubicin (14 mg/m2), paclitaxel (110 mg/m2), oxaliplatin (60 mg/m2), oxaliplatin (60 mg/m2)"
17960381,NA,24,neutropenia resulted in treatment delay,2,7,NA,1,6,NA,NA,"pegylated liposomal doxorubicin (14 mg/m2), paclitaxel (120 mg/m2), oxaliplatin (70 mg/m2), oxaliplatin (70 mg/m2)"
17960381,NA,24,neutropenia,4,6,NA,1,6,NA,NA,"pegylated liposomal doxorubicin (14 mg/m2), paclitaxel (110 mg/m2), oxaliplatin (70 mg/m2), oxaliplatin (70 mg/m2)"
17960381,NA,24,diarrhea,3,6,NA,1,6,NA,NA,"pegylated liposomal doxorubicin (14 mg/m2), paclitaxel (110 mg/m2), oxaliplatin (70 mg/m2), oxaliplatin (70 mg/m2)"
17960381,NA,24,neutropenia,4,7,NA,1,6,NA,NA,"pegylated liposomal doxorubicin (14 mg/m2), paclitaxel (120 mg/m2), oxaliplatin (70 mg/m2), oxaliplatin (70 mg/m2)"
17960381,NA,24,neutropenia,4,8,NA,2,6,NA,NA,"pegylated liposomal doxorubicin (16 mg/m2), paclitaxel (120 mg/m2), oxaliplatin (70 mg/m2), oxaliplatin (70 mg/m2)"
17960381,NA,24,FN,3,8,NA,1,6,NA,NA,"pegylated liposomal doxorubicin (16 mg/m2), paclitaxel (120 mg/m2), oxaliplatin (70 mg/m2), oxaliplatin (70 mg/m2)"
17641537,NA,25,neutropenia resulted in treatment delay,2,4,NA,2,6,NA,NA,"pegylated liposomal doxorubicin (35 mg/m2), oxaliplatin (90 mg/m2), oxaliplatin (90 mg/m2)"
17641537,NA,25,neurotoxicity,3,5,NA,1,6,NA,NA,"pegylated liposomal doxorubicin (35 mg/m2), oxaliplatin (100 mg/m2), oxaliplatin (100 mg/m2)"
17641537,NA,25,neutropenia resulted in treatment delay,3,8,NA,1,6,NA,NA,"pegylated liposomal doxorubicin (45 mg/m2), oxaliplatin (110 mg/m2), oxaliplatin (110 mg/m2)"
17641537,NA,25,neutropenia resulted in treatment delay,2,11,NA,1,6,NA,NA,"pegylated liposomal doxorubicin (50 mg/m2), oxaliplatin (130 mg/m2), oxaliplatin (130 mg/m2)"
17641537,NA,25,neutropenia resulted in treatment delay,3,11,NA,2,6,NA,NA,"pegylated liposomal doxorubicin (50 mg/m2), oxaliplatin (130 mg/m2), oxaliplatin (130 mg/m2)"
17641537,NA,25,nausea-vomiting resulted in treatment delay,3,11,NA,1,6,NA,NA,"pegylated liposomal doxorubicin (50 mg/m2), oxaliplatin (130 mg/m2), oxaliplatin (130 mg/m2)"
16880787,NA,26,leucopenia,4,NA,NA,NA,NA,NA,No detailed information,NA
16880787,NA,26,neutropenia,4,NA,NA,NA,NA,NA,NA,NA
16880787,NA,26,thrombocytopenia,4,NA,NA,NA,NA,NA,NA,NA
18497430,NA,27,elevated ALT,3,6,NA,1,6,NA,NA,"trabectedin (1.3 mg/m2), pegylated liposomal doxorubicin (30 mg/m2)"
18497430,NA,27,elevated ALT,4,6,NA,1,6,NA,NA,"trabectedin (1.3 mg/m2), pegylated liposomal doxorubicin (30 mg/m2)"
19082825,NA,28,Febrile neutropenia,NA,2,NA,1,3,NA,NA,"triapine® (45 mg/m2), doxorubicin (60 mg/m2)"
19082825,NA,28,thrombocytopenia,4,2,NA,1,3,NA,NA,"triapine® (45 mg/m2), doxorubicin (60 mg/m2)"
19082825,NA,28,Diarrhea,3,1.5,NA,1,2,NA,NA,"triapine® (45 mg/m2), doxorubicin (45 mg/m2)"
19082825,NA,28,CVA,4,1.5,NA,1,2,NA,NA,"triapine® (45 mg/m2), doxorubicin (45 mg/m2)"
16126736,NA,29,neutropenia with fever,NA,3,NA,1,8,NA,NA,"paclitaxel (150 mg/m2), doxorubicin (35 mg/m2)"
16126736,NA,29,neutropenia with fever,NA,4,NA,1,4,NA,NA,paclitaxel (150 mg/m2)
16126736,NA,30,neutropenia,4,1,NA,5,10,NA,NA,"doxorubicin (30 mg/m2), paclitaxel (135 mg/m2), doxorubicin (15 mg/m2), paclitaxel (70 mg/m2), valspodar (5 mg/kg)"
16126736,NA,30,neutropenia,4,2,NA,1,10,NA,NA,"doxorubicin (30 mg/m2), paclitaxel (150 mg/m2), doxorubicin (15 mg/m2), paclitaxel (60 mg/m2), valspodar (5 mg/kg)"
17609947,NA,31,FN,NA,1,NA,1,6,cycle 1,NA,"pegylated liposomal doxorubicin (30 mg/m2), paclitaxel (150 mg/m2)"
17609947,NA,31,FN,NA,3,NA,1,5,cycle 1,NA,"pegylated liposomal doxorubicin (40 mg/m2), paclitaxel (150 mg/m2)"
17609947,NA,31,PPE,3,3,NA,1,5,cycle 2,NA,"pegylated liposomal doxorubicin (40 mg/m2), paclitaxel (150 mg/m2)"
17609947,NA,31,FN,NA,5,NA,2,10,cycle 1,NA,"pegylated liposomal doxorubicin (35 mg/m2), paclitaxel (170 mg/m2)"
15466828,NA,32,diarrhea,4,1,NA,1,9,NA,NA,"cisplatin (75 mg/m2), cisplatin (75 mg/m2), paclitaxel (110 mg/m2), doxorubicin (20 mg/m2)"
15466828,NA,32,febrile neutropenia,NA,4,NA,1,6,NA,NA,"cisplatin (75 mg/m2), cisplatin (75 mg/m2), paclitaxel (110 mg/m2), doxorubicin (50 mg/m2)"
15466828,NA,32,diarrhea,4,4,NA,1,6,NA,NA,"cisplatin (75 mg/m2), cisplatin (75 mg/m2), paclitaxel (110 mg/m2), doxorubicin (50 mg/m2)"
15466828,NA,32,prolonged neutropenia,4,4,NA,1,6,NA,NA,"cisplatin (75 mg/m2), cisplatin (75 mg/m2), paclitaxel (110 mg/m2), doxorubicin (50 mg/m2)"
17852117,NA,33,thrombosis,3,1,NA,1,6,NA,NA,"5-fluorouracil (200 mg/m2), epirubicin (30 mg/m2), cisplatin (30 mg/m2), cisplatin (30 mg/m2), gemcitabine (600 mg/m2)"
17852117,NA,33,liver toxicity,3,3,NA,1,6,NA,NA,"5-fluorouracil (200 mg/m2), epirubicin (30 mg/m2), cisplatin (30 mg/m2), cisplatin (30 mg/m2), gemcitabine (800 mg/m2)"
17852117,NA,33,constipation,4,4,NA,1,9,NA,NA,"5-fluorouracil (200 mg/m2), epirubicin (30 mg/m2), cisplatin (30 mg/m2), cisplatin (30 mg/m2), gemcitabine (900 mg/m2)"
17852117,NA,33,neutropenia that failed to recover by Day 43 associated to Grade 4 anemia,NA,4,NA,1,9,NA,NA,"5-fluorouracil (200 mg/m2), epirubicin (30 mg/m2), cisplatin (30 mg/m2), cisplatin (30 mg/m2), gemcitabine (900 mg/m2)"
17852117,NA,33,melena,3,4,NA,1,9,NA,NA,"5-fluorouracil (200 mg/m2), epirubicin (30 mg/m2), cisplatin (30 mg/m2), cisplatin (30 mg/m2), gemcitabine (900 mg/m2)"
17852117,NA,33,neutropenia that failed to recover by Day 43,NA,5,NA,2,5,NA,NA,"5-fluorouracil (200 mg/m2), epirubicin (30 mg/m2), cisplatin (40 mg/m2), cisplatin (40 mg/m2), gemcitabine (800 mg/m2)"
16107496,NA,34,dyspnea,4,4,NA,1,6,NA,NA,"gefitinib (250 mg), epirubicin (35 mg/m2)"
16107496,NA,34,asthenia,4,4,NA,1,6,NA,NA,"gefitinib (250 mg), epirubicin (35 mg/m2)"
16107496,NA,34,asthenia,3,4,NA,1,6,NA,NA,"gefitinib (250 mg), epirubicin (35 mg/m2)"
16107496,NA,34,diarrhea,3,4,NA,2,6,NA,NA,"gefitinib (250 mg), epirubicin (35 mg/m2)"
16107496,NA,34,thrombocytopenia,3,4,NA,1,6,NA,NA,"gefitinib (250 mg), epirubicin (35 mg/m2)"
17045160,NA,35,neutropenia with fever,4,5,NA,1,6,NA,NA,"gemcitabine (1200 mg/m2), epirubicin (75 mg/m2)"
17045160,NA,35,neutropenia,4,5,>1 week,1,6,NA,NA,"gemcitabine (1200 mg/m2), epirubicin (75 mg/m2)"
17045160,NA,35,neutropenia with fever,4,6,NA,1,7,NA,NA,"gemcitabine (1300 mg/m2), epirubicin (75 mg/m2)"
17045160,NA,35,neutropenia,4,6,>1 week,1,7,NA,NA,"gemcitabine (1300 mg/m2), epirubicin (75 mg/m2)"
17045160,NA,35,neutropenia,4,8,>1 week,2,8,NA,NA,"gemcitabine (1500 mg/m2), epirubicin (75 mg/m2)"
17045160,NA,35,neutropenia with fever,4,9,NA,1,7,NA,NA,"gemcitabine (1500 mg/m2), epirubicin (90 mg/m2)"
16980599,NA,36,non-neutropenic sepsis,>=3,3,NA,1,3,NA,NA,"lenalidomide (15 mg), pegylated liposomal doxorubicin (40 mg/m2), vincristine (2 mg), dexamethasone (40 mg)"
19182205,NCT00306813,37,nonfebrile neutropenia,4,4,NA,2,6,NA,NA,"lenalidomide (15 mg), adriamycin (9 mg/m2), dexamethasone (40 mg)"
15675483,NA,38,limb reaction,4,5,NA,1,2,NA,NA,caelix (18 mg/L)
17095524,NA,39,diarrhea,3,1,NA,1,6,NA,NA,pegylated liposomal doxorubicin (30 mg/m2)
17095524,NA,39,infection not accompanied by neutropenia,3,1,NA,1,6,NA,NA,pegylated liposomal doxorubicin (30 mg/m2)
17095524,NA,39,hypoxia,3,1,NA,1,6,NA,NA,pegylated liposomal doxorubicin (30 mg/m2)
16891112,NA,40,Dyspnoea,4,5,NA,1,7,NA,NA,"liposomal doxorubicin (40 mg/m2), ifosfamide (3000 mg)"
