PMID,NCTID,CombnID,Drug_Name,Admin_Route,Dose_Form,Comments
34735674,NCT02089633,769,peg‑bct‑100,i.v.,Injection,pegylated recombinant arginase
34735674,NCT02089633,769,capecitabine,oral,Tablet,NA
34735674,NCT02089633,769,oxaliplatin,i.v.,Injection,NA
28483761,NCT01749969,770,isatuximab,i.v.,Injection,NA
28483761,NCT01749969,770,lenalidomide,oral,Capsule,NA
28483761,NCT01749969,770,dexamethasone,oral,Tablet,NA
28853315,NCT01368757,771,lenalidomide,oral,Capsule,NA
33040274,NCT01222754,772,lenalidomide,oral,Capsule,NA
33040274,NCT01222754,772,radiation therapy,radiation,Radiation,NA
24914044,NCT00975806,773,lenalidomide,oral,Capsule,NA
24914044,NCT00975806,773,sunitinib,oral,Capsule,NA
19499221,NA,774,lapatinib,oral,Tablet,NA
28622959,NCT01460940,775,panobinostat,oral,Capsule,NA
28622959,NCT01460940,775,lenalidomide,oral,Capsule,NA
27126994,NCT01791478,776,letrozole,oral,Tablet,NA
27126994,NCT01791478,776,alpelisib,oral,Tablet,NA
21556801,NA,777,lenalidomide,oral,Capsule,NA
21556801,NA,777,topotecan,i.v.,Injection,NA
12569301,NA,778,oxaliplatin,i.v.,Injection,NA
12569301,NA,778,5-fluorouracil,i.v.,Injection,NA
12569301,NA,778,leucovorin,i.v.,Injection,NA
22451423,NCT01042704,780,bendamustine,i.v.,Injection,NA
22451423,NCT01042704,780,lenalidomide,oral,Capsule,NA
22451423,NCT01042704,780,dexamethasone,oral,Tablet,NA
20956622,NA,781,lenalidomide,oral,Capsule,NA
15060739,NA,782,mdam,i.v.,Injection,r-methylene-10-deazaaminopterin
12384400,NA,783,cc-5013,oral,Capsule,NA
25617965,NCT01093183,784,lenalidomide,oral,Capsule,NA
25617965,NCT01093183,784,cyclophosphamide,oral,Tablet,NA
20724537,NCT00621400,785,lenalidomide,oral,Capsule,NA
20724537,NCT00621400,785,melphalan,i.v.,Injection,NA
20724537,NCT00621400,785,dexamethasone,oral,Tablet,NA
26284823,NCT02302469,786,lenalidomide,oral,Capsule,NA
27354719,NCT00963534,787,lenalidomide,oral,Capsule,NA
27354719,NCT00963534,787,bendamustine,i.v.,Injection,NA
27354719,NCT00963534,787,rituximab,i.v.,Injection,NA
23692564,NA,788,lenalidomide,oral,Capsule,NA
23692564,NA,788,bendamustine,i.v.,Injection,NA
23692564,NA,788,prednisolone,oral,solution,NA
31126332,NCT02619162,789,letrozole,oral,Tablet,NA
31126332,NCT02619162,789,nintedanib,oral,Capsule,NA
22640031,NCT00415064,790,perifosine,oral,Tablet,NA
22640031,NCT00415064,790,lenalidomide,oral,Capsule,NA
22640031,NCT00415064,790,dexamethasone,oral,solution,NA
31074316,NCT01400685,791,lenalidomide,oral,Capsule,NA
31074316,NCT01400685,791,bendamustine,i.v.,Injection,NA
31074316,NCT01400685,791,rituximab,i.v.,Injection,NA
33674736,NCT01665183,792,adi-peg20,i.v.,Injection,NA
33674736,NCT01665183,792,cisplatin,i.v.,Injection,NA
27531679,NCT01615029,793,daratumumab,i.v.,Injection,NA
27531679,NCT01615029,793,lenalidomide,oral,Capsule,NA
27531679,NCT01615029,793,dexamethasone,i.v.,Injection,NA
12853359,NA,794,5-fluorouracil,i.v.,Injection,NA
12853359,NA,794,leucovorin,i.v.,Injection,NA
12796032,NA,795,5-fu,i.v.,Injection,NA
12796032,NA,795,leucovorin,i.v.,Injection,NA
12796032,NA,795,cci-779,i.v.,Injection,NA
11948111,NA,796,isis 3521,c.i.,Injection,Protein Kinase C-a Antisense Oligonucleotide
11948111,NA,796,5-fluorouracil,i.v.,Injection,NA
11948111,NA,796,leucovorin,i.v.,Injection,NA
29237802,NCT01750983,797,ipilimumab,i.v.,Injection,NA
29237802,NCT01750983,797,lenalidomide,oral,Capsule,NA
20859231,NA,798,dacarbazine,i.v.,Injection,NA
20859231,NA,798,lenalidomide,oral,Capsule,NA
11432626,NA,799,oxaliplatin,i.v.,Injection,NA
11432626,NA,799,leucovorin,i.v.,Injection,NA
11432626,NA,799,5-fluorouracil,i.v.,Injection,NA
22240778,NA,800,lapatinib,oral,Tablet,NA
22240778,NA,800,vinorelbine,i.v.,Injection,NA
21307147,NA,801,ngr-htnf,i.v.,Injection,NA
21307147,NA,801,cisplatin,i.v.,Injection,NA
12439334,NA,802,leucovorin,oral,Tablet,NA
12439334,NA,802,uft,oral,Capsule,uracil and Tegafur
12439334,NA,802,pelvic radiation,radiation,Radiation,NA
29427149,NA,803,dasatinib,oral,Solution,NA
29427149,NA,803,lenalidomide,oral,Capsule,NA
29427149,NA,803,temozolomide,oral,Solution,NA
20713864,NA,804,lapatinib,oral,Tablet,NA
21825263,NA,805,cci-779,i.v.,Injection,Temsirolimus
21825263,NA,805,lenalidomide,oral,Capsule,NA
21149652,NA,806,lenalidomide,oral,Capsule,NA
25666183,NA,807,valproic acid,oral,Tablet,NA
25666183,NA,807,lenalidomide,oral,Capsule,NA
33075165,NCT02509039,808,avadomide aic,oral,Capsule,active ingredient in capsule
33075165,NCT02509039,808,avadomide f6,oral,Capsule,formulated capsule
34955443,NCT01578954,809,lenalidomide,oral,Capsule,NA
23592273,NA,810,rituximab,i.v.,Injection,NA
23592273,NA,810,bendamustine,i.v.,Injection,NA
23592273,NA,810,lenalidomide,oral,Capsule,NA
22967996,NCT00706030,811,neratinib,oral,Tablet,NA
22967996,NCT00706030,811,vinorelbine,i.v.,Injection,NA
21149673,NA,812,lenalidomide,oral,Capsule,NA
20553268,NA,813,cyclophosphamide,oral,Tablet,NA
20553268,NA,813,lenalidomide,oral,Capsule,NA
20553268,NA,813,dexamethason,oral,solution,NA
29938772,NCT01383928,814,ixazomib,oral,Capsule,NA
29938772,NCT01383928,814,lenalidomide,oral,Capsule,NA
29938772,NCT01383928,814,dexamethasone,oral,solution,NA
9932161,NA,815,5-methyltetrahydrofolate,i.v.,Injection,bolus injection or 2-hour infusion
9932161,NA,815,fluorouracil,i.v.,Injection,bolus injection or 2-hour infusion
10656432,NA,816,melphalan,i.v.,Injection,NA
14970856,NA,817,bb-3644,oral,Capsule,NA
22892551,NCT00482846,818,melphalan,i.v.,Injection,NA
22892551,NCT00482846,818,palifermin,i.v.,Injection,NA
22549288,NA,819,sorafenib,i.v.,Tablet,NA
22549288,NA,819,melphalan,Isolated limb infusion,Injection,NA
10863063,NA,820,uft,oral,Capsule,tegafur and uracil
10863063,NA,820,leucovorin,oral,Tablet,NA
10863063,NA,820,radiotherapy,radiation,Radiation,NA
19034580,NA,821,oxaliplatin,Isolated hepatic perfusion (IHP),Injection,NA
9389936,NA,822,paclitaxel,i.v.,Injection,NA
9389936,NA,822,s-fluorouracil,i.v.,Injection,NA
9389916,NA,823,5-fluorouracil,i.v.,Injection,NA
9389916,NA,823,1-folinic acid,i.v.,Injection,NA
18497327,NA,826,temozolomide,oral,Capsule,NA
18497327,NA,826,lomustine,oral,Capsule,NA
17146474,NA,827,lomustine,oral,Capsule,NA
17146474,NA,827,temozolomide,oral,Capsule,NA
15256243,NA,828,mitomycin c,hypoxic abdominal perfusion,Injection,NA
15256243,NA,828,melphalan,hypoxic abdominal perfusion,Injection,NA
15256243,NA,828,mitomycin c,celiac axis infusion,Injection,NA
15256243,NA,828,melphalan,celiac axis infusion,Injection,NA
10907951,NA,829,cisplatin,i.v.,Injection,NA
10907951,NA,829,raltitrexed,i.v.,Injection,NA
10907951,NA,829,levofolinic acid,i.v.,Injection,NA
10907951,NA,829,5-fluorouracil,i.v.,Injection,NA
9554592,NA,830,5-fu,i.v.,Injection,NA
9554592,NA,830,levamisole,oral,Tablet,NA
8418223,NA,831,levamisole,oral,Tablet,NA
8418223,NA,831,ifn-r,sc,Injection,NA
23090987,NCT00948389,832,dasatinib,oral,Tablet,NA
23090987,NCT00948389,832,lomustine,oral,Tablet,NA
26553306,NA,833,melflufen,i.v.,Injection,NA
8622018,NA,834,azidothymidine,i.v.,Injection,NA
8622018,NA,834,fluorouracil,i.v.,Injection,NA
8622018,NA,834,leucovorin,i.v.,Injection,NA
25125340,NA,835,oxaliplatin,isolated hepatic perfusion,Injection,NA
25125340,NA,835,melphalan,isolated hepatic perfusion,Injection,NA
9816300,NA,836,leucovorin,i.v.,Injection,24-h iv. infusion
9816300,NA,836,idurd,i.v.,Injection,24-h iv. infusion
9816300,NA,836,radiotherapy,radiation,Radiation,NA
20478715,NA,837,melphalan,Isolated lung perfusion at 37C,Injection,NA
22453252,NCT00482846,838,melphalan,i.v.,Injection,NA
22453252,NCT00482846,838,palifermin,i.v.,Injection,NA
10442367,NA,839,paclitaxel,i.v.,Injection,NA
10442367,NA,839,uft,oral,Capsule,uracil and tegafur in a 4:1 molar ratio
10442367,NA,839,calcium folinate,oral,Tablet,NA
8004761,NA,841,floxuridine,i.v.,Injection,NA
8004761,NA,841,leucovorin,i.v.,Injection,NA
11432616,NA,842,oxaliplatin,hepatic arterial infusion,Injection,NA
11432616,NA,842,folinic acid,hepatic arterial infusion,Injection,NA
11432616,NA,842,5-fluorouracil,hepatic arterial infusion,Injection,NA
12203099,NA,843,megestrol acetate,oral,Tablet or solution,NA
12203099,NA,843,vinblastine,i.v.,Injection,NA
10999043,NA,844,5-fluorouracil,i.v.,Injection,NA
10999043,NA,844,granulocyte-macrophage colonystimulating factor,sc,Injection,NA
10999043,NA,844,leucovorin,i.v.,Injection,NA
9552052,NA,845,aminopterin,i.v.,Injection,NA
9552052,NA,845,leucovorin,oral,Injection,NA
8269603,NA,848,5-fluorouracil,i.v.,Injection,NA
8269603,NA,848,leucovorin,i.v.,Injection,NA
8558227,NA,849,paclitaxel,i.v.,Injection,NA
8558227,NA,849,cyclophosphamide,i.v.,Injection,NA
8558227,NA,849,granulocyte colony-stimulating factor,sc,Injection,NA
11032595,NA,850,uft,oral,Capsule,Uracil and Tegafur
11032595,NA,850,leucovorin,oral,Tablet,NA
11032595,NA,850,radiation therapy,radiation,Radiation,NA
16146748,NA,851,temozolomide,oral,Capsule,NA
16146748,NA,851,lomustine,oral,Capsule,NA
9626215,NA,854,marimastat,oral,Capsule,NA
9193347,NA,855,pn401,oral,Tablet or Suspension,NA
9193347,NA,855,fluorouracil,i.v.,Injection,NA
15084615,NA,856,tirapazamine,i.v.,Injection,NA
15084615,NA,856,cyclophosphamide,i.v.,Injection,NA
9720737,NA,857,melphalan,i.v.,Injection,NA
9358936,NA,858,vinorelbine,i.v.,Injection,NA
9358936,NA,858,5-fluorouracil,i.v.,Injection,NA
9358936,NA,858,folinic acid,i.v.,Injection,NA
9713314,NA,859,6-mercaptopurine,i.v.,Injection,NA
7977165,NA,863,5-fluorouracil,i.v.,Injection,NA
7977165,NA,863,levofolinic acid,i.v.,Injection,NA
7977165,NA,863,hydroxyurea,oral,Capsule,NA
12381899,NA,864,oxaliplatin,i.v.,Injection,NA
12381899,NA,864,vinorelbine,i.v.,Injection,NA
33021083,NA,865,modrapac001,oral,Capsule,novel oral paclitaxel formulation
33021083,NA,865,modrapac00,oral,Tablet,novel oral paclitaxel formulation
33021083,NA,865,ritonavir,oral,Tablet,NA
30077789,NA,866,nilotinib,oral,Capsule,NA
30077789,NA,866,radiation,radiation,Radiation,NA
15539916,NA,867,bay59,i.v.,Injection,NA
33039812,NCT03294252,868,oxaliplatin,i.p.,Injection,Pressurised intraperitoneal aerosol chemotherapy
33039812,NCT03294252,868,5-fluorouracil,i.v.,Injection,NA
33039812,NCT03294252,868,l-folinic acid,i.v. or i.m.,Injection,NA
34518310,NCT02366949,869,bay 1217389,oral,Capsule,NA
34518310,NCT02366949,869,bay 1217389,oral,solution,NA
34518310,NCT02366949,869,paclitaxel,i.v.,Injection,NA
29437791,NA,870,cpi-613,i.v.,Injection,NA
29437791,NA,870,cytarabine,i.v.,Injection,NA
29437791,NA,870,mitoxantrone,i.v.,Injection,NA
20445979,NA,871,osi-461,oral,Tablet,NA
20445979,NA,871,mitoxantrone,i.v.,Injection,NA
19774342,NA,872,rebeccamycin analog,i.v.,Injection,NA
19774342,NA,872,oxaliplatin,i.v.,Injection,NA
9849448,NA,873,paclitaxel,i.v.,Injection,NA
9849448,NA,873,cyclophosphamide,i.v.,Injection,NA
9849448,NA,873,mitoxantrone,i.v.,Injection,NA
18493824,NA,874,oxaliplatin,IPHC,Injection,NA
32816079,NA,875,temozolomide,oral,Capsule,NA
32816079,NA,875,radiotherapy,radiation,Radiation,NA
33602685,NCT2379247,876,alpelisib,oral,Tablet,NA
33602685,NCT2379247,876,nab-paclitaxel,i.v.,Injection,NA
18394816,NA,877,mitomycin c,i.v.,Injection,NA
18394816,NA,877,cisplatin,i.v.,Injection,NA
18394816,NA,877,conventional radiotherapy,radiation,Radiation,NA
32037195,NCT01952249,878,demcizumab,i.v.,Injection,NA
32037195,NCT01952249,878,paclitaxel,i.v.,Injection,NA
11281378,NA,879,mitoxantrone,i.v.,Injection,NA
11281378,NA,879,cyclophosphamide,i.v.,Injection,NA
16619562,NA,880,lipoxal,i.v.,Injection,liposomal oxaliplatin
7544169,NA,881,mitoxantrone,i.v.,Injection,NA
7544169,NA,881,vinorelbine,i.v.,Injection,NA
7544169,NA,881,g-csf,sc,Injection,NA
11283925,NCT01810718,882,oxaliplatin,i.v.,Injection,NA
11283925,NCT01810718,882,raltitrexed,i.v.,Injection,NA
17681103,NA,883,pemetrexed,i.v.,Injection,NA
17681103,NA,883,oxaliplatin,i.v.,Injection,NA
32520407,NCT00916630,884,pemetrexed,i.v.,Injection,NA
34256279,NCT01677559,885,alisertib,oral,Tablet,NA
34256279,NCT01677559,885,nab-paclitaxel,i.v.,Injection,NA
29720734,NCT02044796,886,cladribine,i.v.,Injection,NA
29720734,NCT02044796,886,cytarabine,i.v.,Injection,NA
29720734,NCT02044796,886,filgrastim,sc,Injection,NA
29720734,NCT02044796,886,mitoxantrone hydrochloride,i.v.,Injection,NA
15205208,NA,887,pemetrexed,i.v.,Injection,NA
15205208,NA,887,oxaliplatin,i.v.,Injection,NA
17308894,NA,888,ap5346,i.v.,Injection,a DACH–platinum–polymer conjugate
17538173,NA,889,oxaliplatin,i.v.,Injection,NA
30889492,NCT02848443,890,trifluridine/tipiracil,oral,Tablet,NA
30889492,NCT02848443,890,oxaliplatin,i.v.,Injection,NA
34272090,NCT02788708,891,paclitaxel,i.v.,Injection,NA
34272090,NCT02788708,891,lenvatinib,oral,Capsule,NA
15908652,NA,892,nelarabine,i.v.,Injection,NA
33975862,NCT02630199,893,paclitaxel,i.v.,Injection,NA
33975862,NCT02630199,893,ceralasertib,oral,Tablet,NA
31810960,UMIN 000010945,894,nab-paclitaxel,i.v.,Injection,NA
31810960,UMIN 000010945,894,cyclophosphamide,i.v.,Injection,NA
16142489,NA,895,mitomycin-c,i.v.,Injection,NA
16142489,NA,895,5-fu,i.v.,Injection,NA
16142489,NA,895,irradiation,radiation,Radiation,NA
33585999,NCT02041429,896,ruxolitinib,oral,Tablet,NA
33585999,NCT02041429,896,paclitaxel,i.v.,Injection,NA
10213209,NA,899,mtx-hsa,i.v.,Injection,Methotrexate-albumin conjugate
8157471,NA,900,mitoxantrone,i.v.,Injection,NA
8157471,NA,900,gm-csf,sc,Injection,NA
18463792,NA,901,pemetrexed,i.v.,Injection,NA
18463792,NA,901,oxaliplatin,i.v.,Injection,NA
10829050,NA,902,raltitrexed,i.v.,Injection,NA
10829050,NA,902,oxaliplatin,i.v.,Injection,NA
32918791,UMIN000012531,903,nab-paclitaxel,i.v.,Injection,NA
32918791,UMIN000012531,903,cisplatin,i.v.,Injection,NA
32918791,UMIN000012531,903,thoracic radiotherapy,radiation,Radiation,NA
11208839,NA,904,vinorelbine,i.v.,Injection,NA
11208839,NA,904,oxaliplatin,i.v.,Injection,NA
8656247,NA,905,125i-mab a33,i.v.,Injection,iodine 125-labeled monoclonal antibody A33
10506618,NA,906,vinorelbine,i.v.,Injection,NA
10506618,NA,906,mitomycin,i.v.,Injection,NA
10506618,NA,906,cisplatin,i.v.,Injection,NA
32803633,NCT01973309,907,vantictumab,i.v.,Injection,NA
32803633,NCT01973309,907,paclitaxel,i.v.,Injection,NA
34781168,NCT01980277,908,ly2780301,oral,Tablet,NA
34781168,NCT01980277,908,paclitaxel,i.v.,Injection,NA
22781384,NCCCTS-09-387,909,methotrexate,VLP,NA,ventriculolumbar perfusion
25504632,NCT00866528,910,pazopanib,oral,Tablet,NA
25504632,NCT00866528,910,paclitaxel,i.v.,Injection,NA
20091169,NA,911,vatalanib,oral,Tablet,NA
20091169,NA,911,paclitaxel,i.v.,Injection,NA
22832803,NA,912,matuzumab,i.v.,Injection,NA
22832803,NA,912,paclitaxel,i.v.,Injection,NA
26433959,ChiECRCT2014025,913,paclitaxel,i.v.,Injection,NA
26433959,ChiECRCT2014025,913,cisplatin,i.v.,Injection,NA
26433959,ChiECRCT2014025,913,pelvic intensity-modulated radiotherapy,radiation,Radiation,NA
28477227,NA,914,cilengitide,i.v.,Injection,NA
28477227,NA,914,paclitaxel,i.v.,Injection,NA
25073954,UMIN000009046,915,nab-paclitaxel,i.v.,Injection,NA
25073954,UMIN000009046,915,cyclophosphamide,i.v.,Injection,NA
21406471,NA,916,paclitaxel,i.v.,Injection,NA
21406471,NA,916,dasatinib,oral,Tablet,NA
22695940,NA,917,dhp107,oral,solution,NA
22695940,NA,917,paclitaxel,i.v.,Injection,NA
19738417,NA,918,paclitaxel,i.v.,Injection,NA
19738417,NA,918,carboxyamido-triazole,oral,Capsule,NA
30623229,NCT00825201,919,nab-paclitaxel,i.p.,Injection,NA
27998970,NCT01281852,920,paclitaxel,i.v.,Injection,NA
27998970,NCT01281852,920,cisplatin,i.v.,Injection,NA
27998970,NCT01281852,920,veliparib,oral,Capsule,NA
30876442,NCT02429622,921,imrt simultaneous integrated boost,radiation,Radiation,NA
30876442,NCT02429622,921,paclitaxel,i.v.,Injection,NA
30876442,NCT02429622,921,nedaplatin,i.v.,Injection,NA
19010522,NA,922,paclitaxel,i.v.,Injection,NA
19010522,NA,922,cisplatin,i.v.,Injection,NA
19010522,NA,922,extended field irradiation,radiation,Radiation,NA
30945121,NA,923,poziotinib,oral,Tablet,NA
30945121,NA,923,paclitaxel,i.v.,Injection,NA
30945121,NA,923,trastuzumab,i.v.,Injection,NA
28196905,NCT02890511,924,dhp107,oral,solution or capsule,oral paclitaxel formulation
20877350,NA,925,paclitaxel,i.v.,Injection,NA
20877350,NA,925,tosedostat,oral,Capsule,NA
30635336,NCT01320592,926,palbociclib,oral,Tablet,NA
30635336,NCT01320592,926,paclitaxel,i.v.,Injection,NA
19386478,NA,929,paclitaxel,i.v.,Injection,NA
19386478,NA,929,cisplatin,i.v.,Injection,NA
19386478,NA,929,external beam radiation therapy to the pelvis,radiation,Radiation,NA
18956139,NA,930,pemetrexed,i.v.,Injection,NA
18956139,NA,930,paclitaxel,i.v.,Injection,NA
18794097,NA,931,lep-etu,i.v.,Injection,liposome-entrapped paclitaxel easy-to-use
21853310,NA,932,nab-paclitaxel,i.v.,Injection,NA
24658629,NA,933,pm paclitaxel,i.v.,Injection,Polymeric micelle-formulated paclitaxel
20406837,NA,934,paclitaxel,i.v.,Injection,NA
20406837,NA,934,trabectedin,i.v.,Injection,NA
20941597,NA,935,paclitaxel,hepatic arterial infusion,Injection,NA
28868573,NCT02667743,936,pm-paclitaxel,i.v.,Injection,Polymeric micellar paclitaxel
26266640,NA,937,amrubicin,i.v.,Injection,NA
26266640,NA,937,paclitaxel,i.v.,Injection,NA
21820161,NA,938,paclitaxel,i.v.,Injection,NA
21820161,NA,938,paclitaxel,i.p.,Injection,NA
21820161,NA,938,cisplatin,i.p.,Injection,NA
19633055,NA,939,genexol-pm,i.v.,Injection,NA
29936064,NCT01962103,940,nab-paclitaxel,i.v.,Injection,NA
21372602,NA,941,paclitaxel,i.v.,Injection,NA
21372602,NA,941,paclitaxel,i.p.,Injection,NA
21372602,NA,941,cisplatin,i.p.,Injection,NA
19509578,NA,942,cisplatin,i.v.,Injection,NA
19509578,NA,942,paclitaxel,i.v.,Injection,NA
19509578,NA,942,radiation therapy,radiation,Radiation,NA
23349317,NA,943,grn1005,i.v.,Injection,NA
23053259,NA,944,lonafarnib,oral,Capsule,NA
23053259,NA,944,paclitaxel,i.v.,Injection,NA
23053259,NA,944,trastuzumab,i.v.,Injection,NA
27595901,"JapicCTI-101,233",945,nk105,i.v.,Injection,a nanomicellar formulation of paclitaxel
19034451,NA,946,paclitaxel poliglumex,i.v.,Injection,NA
24496920,NCT00736619,947,nab-paclitaxel,i.v.,Injection,NA
24496920,NCT00736619,947,cetuximab,i.v.,Injection,NA
24496920,NCT00736619,947,intensity-modulated radiation therapy,radiation,Radiation,NA
22421191,NA,948,pemetrexed,i.p.,Injection,NA
22421191,NA,948,cisplatin,i.p.,Injection,NA
22421191,NA,948,paclitaxel,i.p.,Injection,NA
28317088,NCT01954355,949,sonidegib,oral,Capsule,NA
28317088,NCT01954355,949,paclitaxel,i.v.,Injection,NA
18962846,NA,950,paclitaxel,i.v.,NA,NA
18962846,NA,950,cisplatin,i.v.,NA,NA
18962846,NA,950,whole abdominal radiation therapy,radiation,Radiation,WART
27411683,NCT01735409,951,cisplatin,i.v.,Injection,NA
27411683,NCT01735409,951,nab-paclitaxel,i.v.,Injection,NA
31792036,NCT02810418,954,lmb-100,i.v.,Injection,NA
31792036,NCT02810418,954,nab-paclitaxel,i.v.,Injection,NA
26112004,NCT01491217,955,hm30181ak,oral,Tablet,NA
26112004,NCT01491217,955,paclitaxel,oral,Capsule,NA
24013936,NA,956,pemetrexed,i.v.,Injection,NA
24013936,NA,956,nab-paclitaxel,i.v.,Injection,NA
29844129,NCT01649336,957,binimetinib,oral,Tablet,NA
29844129,NCT01649336,957,paclitaxel,i.v.,Injection,NA
22203732,NA,958,grn1005,i.v.,Injection,NA
25103625,NA,959,dovitinib,oral,Capsule,NA
25103625,NA,959,paclitaxel,i.v.,Injection,NA
25688104,NCT01263145,960,paclitaxel,i.v.,Injection,NA
25688104,NCT01263145,960,mk-2206,oral,Tablet,NA
30016392,NCT02193633,961,vistusertib,oral,Tablet,NA
30016392,NCT02193633,961,paclitaxel,i.v.,Injection,NA
15865080,NA,962,paclitaxel,i.v.,Injection,NA
15865080,NA,962,doxifluridine,oral,Capsule,NA
11474274,NA,963,paclitaxel,i.v.,Injection,NA
17668866,NA,964,paclitaxel,i.v.,Injection,NA
11345652,NA,965,paclitaxel,oral,Tablet,NA
11345652,NA,965,paclitaxel,i.v.,Injection,NA
11345652,NA,965,cyclosporin a,oral,Capsule,NA
18682950,NA,966,paclitaxel poliglumex,i.v.,Injection,NA
18682950,NA,966,cisplatin,i.v.,Injection,NA
15297186,NA,967,adp53,i.p.,NA,ADVEXIN
16533873,NA,968,matuzumab,i.v.,Injection,NA
16533873,NA,968,paclitaxel,i.v.,Injection,NA
12827291,NA,969,zd0473,i.v.,Injection,NA
12827291,NA,969,paclitaxel,i.v.,Injection,NA
16626792,NA,970,paclimer,i.p.,Injection,sustained-release paclitaxel microspheres
12401907,NA,971,paclitaxel,i.v.,Injection,NA
12401907,NA,971,eniluracil,oral,Tablet,NA
12401907,NA,971,5-fluorouracil,oral,Tablet,NA
12768320,NA,972,paclitaxel,i.v.,Injection,NA
12768320,NA,972,cra,oral,Capsule,13-cis-retinoic acid
12768320,NA,972,ifn,i.v.,Injection,interferon alpha
14566475,NA,973,cisplatin,i.v.,Injection,NA
14566475,NA,973,paclitaxel,i.v.,Injection,NA
14566475,NA,973,irradiation,radiation,Radiation,NA
12140142,NA,974,cisplatin,i.v.,NA,NA
12140142,NA,974,paclitaxel,i.v.,NA,NA
12140142,NA,974,conventional thoracic irradiation,radiation,Radiation,NA
11710824,NA,975,topotecan,oral,Capsule,NA
11710824,NA,975,cisplatin,i.v.,Injection,NA
15216957,NA,976,paclitaxel,i.v.,Injection,NA
15216957,NA,976,irradiation,radiation,Radiation,NA
11603001,NA,977,ifn,sc,Injection,NA
11603001,NA,977,taxol,i.p.,Injection,NA
11603001,NA,977,177lu-cc49,radiation,Radiation,NA
17021821,NA,978,vinorelbine,oral,Capsule,NA
17021821,NA,978,paclitaxel,i.v.,Injection,NA
16891865,NA,979,paclitaxel poliglumex,i.v.,Injection,NA
16891865,NA,979,radiation,radiation,Radiation,NA
18414864,NA,980,dha-paclitaxel,i.v.,Injection,docosahexaenoic acid-paclitaxel
12006516,NA,981,abi-007,i.v.,Injection,"a novel Cremophor-free protein-stabilized, nanoparticle formulation of paclitaxel"
12231518,NA,982,bms-184476,i.v.,NA,an analogue of paclitaxel
16258082,NA,983,abi-007,i.v.,Injection,"a novel solvent-free, albumin-bound, 130-nm particle formulation of paclitaxel"
12460783,NA,984,ly355703,i.v.,Injection,NA
12176795,NA,985,rpr 109881a,i.v.,Injection,semisynthetic taxoid derivative
12110496,NA,989,paclitaxel,i.v.,Injection,NA
12110496,NA,989,cisplatin,i.v.,Injection,NA
17452427,NA,990,paclitaxel,i.v.,Injection,NA
17452427,NA,990,nedaplatin,i.v.,Injection,NA
17452427,NA,990,thoracic radiation therapy,radiation,Radiation,NA
17589845,NA,991,paclitaxel,i.v.,Injection,NA
17589845,NA,991,nedaplatin,i.v.,Injection,NA
15711828,NA,992,ct-2103,i.v.,Injection,"poly(L)glutamate–paclitaxel, a water-soluble macromolecular conjugate of paclitaxel to a polyglutamate backbone"
17519083,NA,993,paclitaxel,i.v.,Injection,NA
17519083,NA,993,3d-conformal radiotherapy,radiation,Radiation,NA
14701767,NA,994,paclitaxel,i.v.,Injection,NA
14701767,NA,994,cisplatin,i.v.,Injection,NA
14701767,NA,994,"multifield, external-beam megavoltage radiation",radiation,Radiation,NA
16537186,NA,995,paclitaxel,i.v.,Injection,NA
16537186,NA,995,cisplatin,i.v.,Injection,NA
16537186,NA,995,hyperfractionated splitcourse radiotherapy,radiation,Radiation,NA
17091249,NA,996,mac-321,oral,powder,NA
17510207,NA,997,paclitaxel,i.v.,Injection,NA
17510207,NA,997,bms-214662,i.v.,Injection,NA
16551860,NA,998,bms-275183,oral,Capsule,an orally administered C-4 methyl carbonate analogue of paclitaxel
16557435,NA,202,paclitaxel,i.v.,Injection,NA
16557435,NA,202,cisplatin,i.v.,Injection,NA
15026799,NA,203,paclitaxel,i.v.,Injection,NA
15026799,NA,203,cisplatin,i.v.,Injection,NA
18235124,NA,204,nab-paclitaxel,i.v.,Injection,NA
15596915,NA,205,paclitaxel,i.v.,Injection,NA
15596915,NA,205,conventional radiotherapy,radiation,Radiation,NA
16889823,NA,206,paclitaxel,i.v.,NA,NA
16889823,NA,206,cisplatin,i.v.,NA,NA
16889823,NA,206,whole pelvic irradiation,radiation,Radiation,NA
16889823,NA,206,paclitaxel,i.v.,Injection,NA
16889823,NA,206,cisplatin,i.v.,Injection,NA
15010068,NA,207,lep,i.v.,Injection,liposome encapsulated paclitaxel
33928486,NCT02613221,208,panitumumab,i.v.,Injection,NA
33928486,NCT02613221,208,trifuridine/tipiracil,oral,Tablet,NA
15127231,NA,209,topotecan,i.v.,Injection,NA
15127231,NA,209,paclitaxel,i.v.,Injection,NA
15613553,NA,210,paclitaxel,i.v.,Injection,NA
15613553,NA,210,nedaplatin,i.v.,Injection,NA
15613553,NA,210,thoracic rt,radiation,Radiation,NA
23054206,NCT00692159,212,trc102,oral,solution,NA
23054206,NCT00692159,212,pemetrexed,i.v.,Injection,NA
26386124,ACTRN12609000294257,213,"cp-870,893",i.v.,Injection,NA
26386124,ACTRN12609000294257,213,cisplatin,i.v.,Injection,NA
26386124,ACTRN12609000294257,213,pemetrexed,i.v.,Injection,NA
21989766,NCT00528619,214,sunitinib,oral,Capsule,NA
21989766,NCT00528619,214,pemetrexed,i.v.,Injection,NA
10501910,NA,215,ly231514,i.v.,Injection,NA
