PMID,NCTID,ES,DesignType,schema
15865068,NA,Escalation,3 + 3,"MTD was defined as the epirubicin-paclitaxel or paclitaxelepirubicin dose at which ≥2 patients out of 6 from a particular dose-level cohort reported DLT after the first course. Another cohort of 6 patients had to be entered for confirmation of that doselevel in the case that MTD was already reached at dose-level 1; otherwise, a confirmatory cohort of 6 patients had to be recruited at the previous inferior dose-level"
15367419,NA,Escalation,3 + 3,The MTD was defined as the dose-level at which DLTs occurred in at least one-third of a six-patient cohort. 
10942057,NA,Escalation,3 + 3,The MTD was defined a priori as the first dose at which 20% of patients experienced DLT.
10850343,NA,Escalation,NA,N/A
10870069,NA,Escalation,3 + 3,"Etoposide and ifosfamide escalation was performed as follows (using the National Cancer Institute [NCI] 3 + 3 Phase I trial design): three patients were entered at Level 1 of both ifosfamide and etoposide (Table 1). If the dose was considered tolerable, 6 patients were randomized to receive between 640 mg/m2/96 hours of etoposide and 12.4 g/m2/96 hours of ifosfamide or 800 mg/m2/96 hours of etoposide and 10g/m2/96 hours of ifosfamide. If neither dose combination was tolerable, the dose was decreased to the next lower level and three additional patients were entered to confirm tolerability. If only one of the dose combinations was tolerated, the dose of the escalating agent in that combination was escalated further. This process was repeated until the MTD for both drugs was achieved."
10389912,NA,Escalation,3 + 3,The MTD was defined as the dose level below that in which two patients experienced DLT or grade 3 nonhematological or grade 4 hematological toxicity
10907958,NA,Escalation,3 + 3,MTD was defined as one dose level below the dose level inducing two or more DLT. This conservative definition (different from the most common definition of MTD as the level preceding the dose level inducing three or more DLT) was chosen because of the full palliative role of second-line chemotherapy in advanced ovarian cancer.
10343189,NA,Escalation,3 + 3,MTD was defined as the dose level inducing three or more UTE (unacceptable toxic events)
9887248,NA,Escalation,3 + 3,N/A
9815746,NA,Escalation,3 + 3,The MTD was defined as the highest dose level at which no more than two of six patients experienced DLT.
8909321,NA,Escalation,3 + 3,"At least three patients were treated at each dose level. The dose of 5-FU was escalated by 100 mg/m2- increments in the phase of the study without Ur rescue and in 200 mg/m2-increments with Ur rescue until toxicity was reached. If one-third of the patients experienced Grade 4 leukopenia, thrombocytopenia, or nonhematologic toxicity of any kind, three additional patients were treated at that level. The MTD was defined as the 5-FU dose level that produced Grade 3 toxicity or greater in two-third of the patients"
10321510,NA,Escalation,3 + 3,"If one instance of DLT was observed among the initial four patients at a given dose level, then two more patients were to be enrolled at that dose level. If no further instances of DLT were observed, dose escalation continued for the next four patients. The MTD was de®ned as the maximum dose level at which fewer than one-third of the patients experienced DLT, i.e. one out of four or fewer than two out of six patients."
10573115,NA,Escalation,3 + 3,"Dose escalation was stopped if more than 33% patients of a given cohort showed dose limiting toxicity (DLT) in the first six treatment cycles, and the previous level was defined as the MTD and recommended for subsequent phase II trials"
11106111,NA,Escalation,3 + 3,The maximal tolerated dose (MTD) was defined as the dose level at which two of six patients developed dose limiting toxicities in the first cycle
9215819,NA,Escalation,3 + 3,The MTD was defined as the next lower dose than that which caused DLT during the first two courses in at least two of six patients
9848577,NA,Escalation,3 + 3,MTD was to be defined at the dose level at which 2 or more of 5 patients experienced any of the following DLTs during the first cycle of therapy
10949988,NA,Escalation,3 + 3,"during the dose escalation, any of dose-limiting events happened in two or more out of 6 patients the MTD was defined"
9193334,NA,Escalation,3 + 3,The MTD was defined as the dose level that induced grade 4 nonhematologic toxicities in half of the treated patients and/ or required a reduction of the EPI dose in more than one third of patients
9150898,NA,Escalation,3 + 3,The MTD was initially defined as the dose immediately below that dose which resulted in two patients experiencing a DLT in cycle one.
9402167,NA,Escalation,3 + 3,The MTD was defined as the dose at which any of the DLTs occurred in two out of three patients in any of the three cycles
10370782,NA,Escalation,3 + 3,"Three patients were treated at each level. If no patient developed grade 3 or greater toxicity (excluding granulocytopenia (as defined below), three patients were treated at the next dose level. If one of three patients developed grade 3 or greater toxicity or dose-limiting granulocytopenia, three patients were entered on the same dose-level. If any three patients developed grade 3 toxicity or doselimiting granulocytopenia or any two patients developed grade 4 toxicity, that dose was defined as exceeding the maximum tolerated dose (MTD) and three additional patients were treated at the next lowest dose, for a total of six patients treated at the MTD. The MTD was thus defined by dose-limiting toxic effects experienced by patients treated at that dose level for their first course, not by toxic effects experienced by patients escalated to that dose level. "
11244325,NA,Escalation,3 + 3,"If two or more DLT episodes were observed in any cohort of 3 or 6 patients whatever the dose level employed, dose escalation was stopped and the previous dose level was considered to be the MTD"
10509151,NA,Escalation,3 + 3,Maximum tolerated dose (MTD) of epirubicin-cyclophosphamide was defined as the dosage level immediately below that which resulted in three patients experiencing DL
9488597,NA,Escalation,Fibonacci schedule,TheMTD would be the dose at which the DLT appeared in at least twoof three patients.
10501914,NA,Escalation,3 + 3,The MTD was de®ned as the dose at which two or more of three patients or three or more of six patients developed DLTs after the ®rst administration of PNU 152243.
10673526,NA,Escalation,3 + 3,The MTD was defined as one dose level below that which produced three instances of DLT and was to be the recommended dose for phase II investigation. 
9789611,NA,Escalation,3 + 3,"At least, three patients were included at each dose level. If one patient developed dose-limiting toxicity (DLT), three other patients had to be enrolled at the same dose level. The MTD was reached when two patients developed DLT at a particular dose level"
9443614,NA,Escalation,3 + 3,MTD was defined as that dose which produced DLT in at least three of five patients at that level.
10811502,NA,Escalation,3 + 3,"Cohorts of at least three patients were treated at each dose level. Dose escalation proceeded if no patients had dose-limiting toxicity (DLT) after first cycle. If one of three patients had DLT, three more patients were enrolled at that level. Dose escalation was stopped if more than a third of patients of a given cohort had DLT. The above dose level was defined as maximum tolerated dose (MTD) and the dose level immediately below was recommended for phase IIevaluation."
11187897,NA,Escalation,NA,At least six patients were included in each step of the study. 
10037175,NA,Escalation,3 + 3,"The study was initially designed to escalate the doses of edatrexate in cohorts of five patients/dose level. If one of five patients experienced any grade 3/4 nonhematological toxicity, two more patients were accrued to that dose level. If another episode of grade .3 toxicity occurred, the dose escalation was to cease, and the dose level below was to be declared the MTD. If one of three patients experienced any grade 3/4 nonhematological toxicity, two more patients were added. If another episode of grade .3 toxicity occurred, the dose escalation would cease, and the dose level below would be declared the MTD. "
10394119,NA,Escalation,3 + 3,The maximally tolerated dose (MTD) was defined as the dose at which WHO grade 4 hematologic toxicity occurred in 50% or more and/or WHO grade 3 nonhematologic toxicity occurred in 30% or more of the patients (alopecia excluded).
11127949,NA,Escalation,3 + 3,"If one dose level was associated with no toxicity in three patients, a 100% dose escalation was recommended for the next three new patients was well as recommended if a grade 2 toxicity was observed in one new patient. The last dose escalation of 33% proved to be too toxic, and so an additional intermediate dose level of 210 mg/m2 was studied to establish the MTD. At least three patients received at least three courses at the MTD to ascertain thether there was cumulative toxicity."
9164225,NA,Escalation,3 + 3,"A minimum of three patients was to be treated at each dose level. If dose-limiting toxicity was seen in the initial three patients at a given dose level, additional patients were added to further evaluate the toxicity. In the original plan, the MTD was defined on the basis of duration of myelosuppression, with more than 5 days of grade 4 neutropenia constituting dose-limiting toxicity. During the study, it became clear that the morbidity likely to be associated with that degree of myelosuppression would be unacceptable. Thus, since our objective was to treat patients every 2 weeks, any toxicity that prevented recycling of treatment on day 15 was accepted as doselimiting and the MTD was defined as the highest dose level at whichthe majority of patients could undergo recycling on day 15."
9037361,NA,Escalation,3 + 3,"The occurrence of one episode of DLT necessitated the recruitment of an additional patient into that cohort and opening of the higher cohort if no additional DLT occurred. Within each cohort, it was intended that the occurrence of two or more events of DLT in cycle 1 defined the previous dosing level as the MTD of CEOP chemotherapy. "
10445421,NA,Escalation,3 + 3,"The dose was escalated by 25% in subsequent courses in individual patients if the MTD was not reached. The MTD in this patient population was defined by occurence of a grade 3 or 4 nonhematologic toxicity or infection either documented or presumed if the patient had persistent fever in the setting of granulocytopenia. The dose was reduced by 50% for patients who had an infection, bleeding, or a grade 4 nonhematological toxicity."
29719113,NCT02171260,Escalation,3 + 3,The MTD was the maximum dose at which less than one-third of patients experienced a DLT during cycle 1 of therapy
34773474,NCT02206763,Escalation,3 + 3,N/A
6957420,NA,Escalation,NA,NA
26554651,NCT00410553,Escalation,3 + 3,The RP2D was defined as the highest dose level with at least six patients where one or fewer patients experienced a DLT.
25654665,"UMIN-CTR, UMIN 000009716",Escalation,3 + 3,"Three patients were recruited at each S-1 and eribulin dose level, and at least three patients received at least one cycle and were observed for toxicity for at least 3 weeks before dose escalation was permitted. If no patients experienced a DLT, the dose was escalated to the next level in subsequent patients. If one of the three patients developed a DLT, then that dose level was expanded to six patients. If an additional patient in the six-patient cohort experienced a DLT, no further dose escalation was allowed, and the previous dose level was identified as the MTD. If none of patients at dose level 3 experienced DLTs, dose level 3 was expanded to six patients. If DLTs were exhibited in less than one of six patients at dose level 3, then the level was not escalated further, as the dosages of both drugs corresponded to those approved in Japan, and the trial would not reach a MTD. The MTD was the highest dose level at which no more than one of six patients treated exhibited DLTs."
19509177,NA,Escalation,3 + 3,The MTD was defined as the highest dose at which no more than one of six patients evaluable for toxicity experienced a DLT.
34468905,NCT02942095,Escalation,Bayesian optimal interval (BOIN),MTD defined by dose limiting toxicities (DLTs) that occur during the first cycle.
12477447,NA,Escalation,3 + 3,The first dose level at which >= 2 of 6 patients experienced DLT was considered the MTD. 
30703739,UMIN00009498,Escalation,3 + 3,N/A
26943987,NA,Escalation,3 + 3, Themaximum tolerated dose (MTD) is defined as the dose in which 2of 3 or 2 of 6 patients experience a DLT. The dose-escalationprocess will be discontinued once the MTD has been achievedand the recommended dose identified (one dose level below theMTD).
33741296,NCT03502681,Escalation,3 + 3,The MTD is the dose of eribulin mesylate combined with avelumab with dose-limiting toxicity of 0–1 events among six patients in the first cycle (28 d) ofcombination therapy
3367191,NA,Escalation,NA,not defined
32943461,NCT02207504,Escalation,3 + 3,"The crizotinib dose level with DLTs in fewer than two ofsix patients was considered the MTD and was expanded such that aminimum of 12 patients were treated at the MTD, and a total of24 patients would be enrolled in the whole study"
21887501,NCT00326950,Escalation,3 + 3,"The MTD was defined as the lowest dose at which a DLT occurred in either two orthree of three patients, or in ≥3 of five or six patients duringthe first cycle."
33926914,NCT03386942,Escalation,mTPI design,N/A
26362045,NA,Escalation,3 + 3,The MTD was defined as the highest dose tested in which no more than one of the first six patients evaluable for toxicity experienced DLT in the first cycle and is one dose level below the lowest dose tested in which two or more patients experienced DLT in the first cycle. 
9402745,NA,Escalation,3 + 3,"Treatment was continued at escalating doses until progression or intolerance. If hematologic toxicity grade 0, 1, or 2 was observed, the dose was escalated by 1 mg step; for G3 toxicity, the same dose was to be continued. The maximum tolerated dose (MTD) was defined as 2 episodes of G4 hematological toxicity, or febrile neutropenia, or G3 hematological toxicity"
25242374,NCT01432886,Escalation,NA,N/A
30679780,NA,Escalation,3 + 3,The MTD was defined as the highest dose level at which ≤1 of 6 patients experienced a dose-limiting toxicity (DLT).
29468456,NCT01585870,Escalation,3 + 3,The sorafenib MTD was defined as the highest dose for which ≤ 1 in six patients experienced a DLT. The RP2D was not required to be the MTD but rather was determined by the investigators and sponsor after reviewing the data from all dose levels.
31703728,NCT02120469.,Escalation,TEQR design,"The study utilized the toxicity equivalence range (TEQR) design with a target equivalence range for dose-limiting toxicities (DLTs) of 0.20–0.35. Toxicity levels of ≥ 0.51 were considered too toxic, and the dose that achieve this level was closed. Patients entered the protocol in cohorts of 3. This trial was considered complete when 12 evaluable patients were studied at a single dose level with a toxicity level of < 0.51. The RP2D was determined as the dose closest to the target of 0.25 below 0.51 based on isotonic regression"
6590530,NA,Escalation,NA,N/A
19509146,NA,Escalation,accelerated titration ,The MTD was defined as the highest dose at which no more than one of six patients evaluable for toxicity experienced a DLT. At least six patients were to be treated at the MTD.
25349975,NA,Escalation,3 + 3,"The MTD was based on toxicities observed during the first cycle and defined as the highest dose tested in which fewer than 33% of patients experienced a DLT attributable to the study drug(s), when at least six patients were treated at that dose and evaluable for toxicity."
1963273,NA,Escalation,3 + 3,The MTD was reached when five of eight patients of one dose step showed toxicity WHO grade 3 or 4.
6511241,NA,Escalation,Fibonacci schedule,N/A
15886476,NA,Escalation,3 + 3,"Three patients would be initially treated at each cohort. If no DLT was seen in the fi rst 2 treatment cycles in the fi rst 3 patients (0/3), dose escalation to the next cohort would follow. In the event of a DLT after observation of the fi rst 3 patients of each cohort during the initial 2 chemotherapy cycles, the cohort would be expanded to a total of 6 patients. Dose escalation could only continue if no further DLT were observed at the initial 2 treatment cycles in all 6 patients (1/6). If two or more DLT occurred in a cohort of 3 or 6 patients, the assumption that the MTD had been reached would be made. The MTD was defi ned as the most dose-intensive regimen that produces DLT in at least one-third of the cohortpatient population."
NA,NA,Escalation,3 + 3,"MTD was defined as the dose that produced dose limiting toxicity (DLT) in no more than 33% of patients. At least 3 patients were enrolled at each dose level. If 1 of the first 3 patients experienced DLT, the dose level was expanded to a total of 6 patients. If no more than one DLT was observed among the 6 patients, enrollment proceeded to the next dose level. If 2 or more of 3 patients or 3 or more of 6 patients experienced DLT, the MTD was considered exceeded and the dose was reduced to the previous level."
34036220,NCT01911507,Escalation,3 + 3,"Maximum Tolerated Dose (MTD) is defined as the highest dose tested in which less than 33% of patients experienced DLT attributable to the study drug(s), when at least six patients were treated at that dose and are evaluable for toxicity. The MTD is one dose level below the lowest dose tested in which 33% or more patients experienced DLT attributable to the study drugs."
33235994,NA,Escalation,3 + 3,MTD was defined by the highest dose level at which less than one third of patients experienced DLTs.
32548867,NCT02642913,Escalation,3 + 3,"For ENZALUTAMIDE MONOTHERAPY (PART 1), If no DLTs are observed, an additional three patients will be enrolled for confirmation of safety. If zero out of six or one out of six DLTs are observed, then 160 mg will be defined as the dose to move forward as the recommended phase II dose (RP2D). If two out of three or two out of six DLTs are observed, we will de-escalate to 120 mg and again follow the 3 + 3 design. For ENZALUTAMIDE AND SORAFENIB COMBINATION (PART 2), If no patients experience a DLT at dose level 1 in an initial group of three patients, cohort 2 will open and re-enroll three patients. If one of three patients experiences a DLT, the cohort will be expanded to six. If no further DLTs occur, this dose will be considered the RP2D. If two of six patients experience a DLT, the maxium tolerated dose (MTD) has been exceeded. The MTD will be defined as the highest dose for which no more than one of six patients develops a DLT. "
31822498,NCT02457910,Escalation,3 + 3,"MTD, defined as the highest dose tested in which a dose-limitingtoxicity experienced by 0 of 3 or 1 of 6 patients among the dose levels over a 4-week treatment."
18465342,NA,Escalation,NA,The MTD was defined as the dose at which four or more of the eight patients developed grade 3 or higher haematological toxicity or grade 4 leucopenia with fever or grade 4 thrombocytopenia on the first cycle.
25985977,NCT01642251,Escalation,3 + 3,The starting dose of veliparib was 60 mg with plan to either escalate to the higher dose level of 100 mg if dose limiting toxicity (DLT) in <33% of patients or to de-escalate to 40 mg dose if DLT was observed in ≥33% of treated patients.
29980894,NCT00858377,Escalation,accelerated titration ,Escalation continued until at least two DLTs were observed among the three to six patients in a cohort. This dose was defined as the lowest nontolerated dose (LNTD); the MTD was one dose level below the LNTD.
19956953,NA,Escalation,3 + 3,The MTD of the IV formulation was deWned as the dose at which two of six patients experienced a DLT by day 7. The recommended IV dose of erlotinib was deWned as one dose level below the MTD. 
23860642,NA,Escalation,3 + 3,"A standard 3+3 dose-escalation design was used for the dose escalation portion of the study, and MTD was defined as the dose at which fewer than one-third of patients experienced a DLT to AT-101 in combination with cisplatin and etoposide"
26376115,NCT01279096,Escalation,3 + 3,N/A
17878176,NA,Escalation,3 + 3,"Three patients were enrolled per each cohort at each dose level to a maximum erlotinib dose of 150 mg/day. If dose-limiting toxicity (DLT) was observed in one of three patients the cohort was expanded to six patients. Patients enrolled at a given dose level were observed for DLT until 2 weeks following completion of combination chemoradiotherapy before accrual began in the next cohort, hence the observation period per cohort was a minimum of 8 weeks. The MTD was defined as an erlotinib dose of 150 mg/day or one dose level below the cohort in which we observed DLT in 2 of 3 or 2 of 6 patients"
29119643,NCT01681537,Escalation,3 + 3,N/A
12544260,NA,Escalation,3 + 3,The maximum tolerated dose (MTD) was defined as the lowest dose level at which two or more of six patients experienced DLT. The RPTD was defined as MTD minus one dose level.
23370364,NCT00537511,Escalation,3 + 3,"The MTD, determined during cycle 1, was defined as the highest dose level at which no more than one of six patients experienced a dose-limiting toxicity (DLT)."
26920889,NCT01411267,Escalation,3 + 3,The maximum tolerated dose will be the highest study dose at which 1 or fewer of six patients experience DLT during cycle 1 of therapy
31876107,NCT01331135,Escalation,Bayesian,The MTD was defined as the maximum dose such that the probability of dose-limiting toxicity (DLT) was no more than 0.33.
20150371,NA,Escalation,3 + 3,The MTD was the dose at which 0/3 or 1/6 patients experienced a DLT with the next higher dose having at least 2/3 or 2/6 patients encountering DLT. 
20965266,NA,Escalation,3 + 3,The MTD was defined as the dose level at which 2 out of 6 patients experienced DLT
27565909,NCT01579929,Escalation,3 + 3,MTD not defined
11391583,NA,Escalation,3 + 3,The MTD would be reached if two patients in a given cohort experienced Grade 3 or 4 toxicity
24368401,NCT00466466,Escalation,Bayesian,MTD not defined
20922800,NCT00569114,Escalation,3 + 3,The MTD was defined as the dose level below the dose that caused dose-limiting toxicity (DLT) in 1 of 3 or >1 of 6 patients in a dosing cohort.
33230647,"UMIN-CTR (ID, 000015373)",Escalation,3 + 3,MTD not defined
17440682,NA,Escalation,3 + 3,"The MTD was defined as the highest dose level at which no more than one patient experienced a DLT, when at least six patients were treated at that dose and were evaluable for toxicity."
28531881,NCT02094560,Escalation,3 + 3,MTD was defined as the highest dose level below the maximum administered dose at which one of three patients experienced a DLT
29427728,NCT02028949,Escalation,CRML,The MTD was defined as the dose at which fewer than 20% of the patients experienced a DLT; the MTD was also the recommended dose
26847165,NCT02340936,Escalation,3 + 3,"Patients were assigned in consecutive order starting at the lowest dose (5 mg). For dose escalation, three patients had to have completed the first cycle without doselimiting toxicities (DLT). Upon occurrence of a DLT during cycle 1 of a given patient, an additional three patients had to receive 1 cycle without a DLT being observed. Under such circumstances, further dose escalation was permitted. If two n of the initial three patients or two of six patients experienced a DLT during the first cycle, then the MTD was established as the dose from the next lower dose. Once the MTD was determined, additional patients were enrolled at this dose to assess the toxicities more fully, for a total of 12 patients treated at the MTD."
19164205,NA,Escalation,3 + 3,The MTD was defined as the highest doselevel at which fewer than two of six patients experienced a DLT.
18794549,NA,Escalation,3 + 3,"A minimum of three patients assessable for toxicity were treated at each dose level. If one of the first three patients treated at any dose level experienced dose-limiting toxicity (DLT) during the first course of treatment, up to three additional patients were treated at that dose level. The maximum-tolerated dose (MTD) was defined as the dose level immediately below that at which two or more patients in a cohort of up to six experienced DLT. Only course 1 (single-agent erlotinib) DLTs were used to guide dose escalation and define the MTD"
19117350,NA,Escalation,3 + 3,"At least 3 evaluable patients were treated at each dose level. If 1 of 3 patients at a given level experienced a DLT, 3 more were accrued at that level. If 2 of these patients experienced DLT, the MTD was exceeded and the next 3 patients were treated at the next lower dose level. The MTD was the dose level at which no more than 1 patient experienced DLT and was 1 level less than the dose level at which 2 of 3 to 6 patients experienced a DLT. A minimum of 6 patients were treated at the MTD."
34543383,NCT02306291,Escalation,NA,"RP2D, defined as the dose that (1) did not cause DLT in .33% of treated patients during induction and (2) wasthe most appropriate dose for continuing clinical evaluation inAML based on available data (safety, exposure achieved, pharmacodynamic [PD] assessment of on-target effect, clinical activity, and overall toxicity)."
17255274,NA,Escalation,NA,"The MTD was defined as the dose below the dosage cohort where more than one third of treated patients had DLTs in the first two treatment cycles. Cohort 3, which used the known MTD of erlotinib monotherapy and the standard FOLFOX4 regimen, was considered to be the MTD if no more than one third of patientsexperienced DLTs in the first two cycles. For confirmation of the MTD,the appropriate cohort was expanded to include at least 12 patients withcolorectal cancer"
19147777,NA,Escalation,3 + 3,MTD was defined as the highest dosage level in which no more than one of sixassessable patients hadexperienced dose-limiting toxicities (DLT)
17634483,NA,Escalation,3 + 3,"If none of three patients developed DLT, three patients were entered at the next dose level. If two or more of three patients experienced DLT, dose escalation was stopped, and this dose level was the highest administered dose. If one of three patients developed DLT, at least three more patients were entered at this dose level. If none of these three additional patients experienced DLT, we proceeded to the next dose level. If one or more of these three additional patients experienced DLT, then dose escalation was stopped, and this dose was the highest administered dose. The MTD was prospectively defined as the dose level at which no more than one of six patients had DLT. "
22156765,NA,Escalation,3 + 3,NA
22156765,NA,Escalation,3 + 3,"The MTD is defined as one dose level below that at which the dose escalation is terminated. If the size of the MTD cohort (with one dose level below that at which the dose escalation is terminated) is 3, three more patients will be added at the same dose level to provide reliable safetyrelated information."
23666235,NA,Escalation,3 + 3,The MTD was defined as one level below the level at which two or more of six patients developed DLT. 
20538454,NA,Escalation,3 + 3,The MTD was defined as one level below the level at which 2 or more of 6 patients developed DLT
22028494,NA,Escalation,NA,The MTD was defined as the dose level immediately preceding that which caused severe toxicity in more than 50% of patients.
20209646,NA,Escalation,3 + 3,"Dose escalation of valspodar (PSC 833, Novartis Pharmaceutical Corporation) followed a traditional 3 þ 3 phase I design in which cohorts of three patients at a time were treated at a dose level. If no dose-limiting toxicity (DLT) was observed, the dose for the next cohort was escalated to the next level. If one of three patients experienced a DLT, three additional patients were enrolled at that dose level. If two of six patients experienced a DLT, then the MTD was exceeded. If two of three patients experienced a DLT, then three additional patients were enrolled at the next lower dose level, if six patients had not already been enrolled. The MTD was defined as the dose immediately below the level at which two patients in a cohort of three to six experienced a DLT."
16626884,NA,Escalation,NA,"If 0 of 3 patients developed dose-limiting toxicity (DLT), dose escalation would occur. The maximum tolerated dose (MTD) would be reached if 2 of 3 patients developed DLT. If 1 of 3 patients developed a DLT, an additional 3 patients were to be enrolled and MTD would be established if 2 or more of 6 patients developed DLT."
23445779,NA,Escalation,3 + 3,A MTD was defined as the dose of CelltopW in combination with radiotherapy in which more than 1 of 6 patients presented a DLT.
19495755,NA,Escalation,Fibonacci schedule,"At least three patients were to be entered at each dose level. If no DLT was noted after the third patient, then the DPP-H dose was escalated to the next dose level. If one of the three patients experienced a DLT at any level, an additional three patients were entered at that level. If two ofthe initial three patients or two of the six patients experienced a DLT, this dose was considered to be an MTDdose +1. MTD and RD are the next lower level."
25316653,NCT00667615,Escalation,3 + 3,N/A
23403629,NCT00357305,Escalation,3 + 3,"The classic 3+3 design was used for each age stratum with provision for cohort expansion to 6 evaluable patients if a dose-limiting toxicity (DLT) was observed among the initial 3 patients. If 2 or more DLTs were observed at a given dose level, dose-escalation was halted and dose-finding continued at a lower dose level until the MTD was defined (the highest dose level with <33% first-cycle DLTs)."
12506184,NA,Escalation,mCRM,The MTD was defined a priori as the highest dose at which a maximum of 20% of new patients experienced dose-limiting toxicity (DLT) during the first course. 
15661261,NA,Escalation,NA,The dose immediately preceding the dose level at which DLT was observed in three or more patients was proclaimed the MTD for idarubicin.
10867130,NA,Escalation,NA,Dose escalation occurred until ] four patients experienced grade IV/V non-hematologic (excluding hyperbilirubinemia) toxicities. This level defined the dose limiting toxicity (DLT) with the maximum tolerated dose (MTD) defined as one dose level below the DLT
9493138,NA,Escalation,3 + 3,If in the course of escalating dose levels any of the DLT events happened in two or more out of six patients the MTD was reached
10589753,NA,Escalation,NA,"The maximally tolerated dose was defined as one dose level below the level in which two of five patients developed grade 4 leukopenia, neutropenia, febrile neutropenia, or a prolonged neutrophil recovery >28 days while receiving G-CSF, or grade 4 anemia or thrombocytopenia, or grade 3 nonhematological toxicity. If 0–1 patient met these criteria at a given dose level, accrual continued to the next higher level."
11822756,NA,Escalation,3 + 3,The MTD was defined as one dose level below the dose level at which two out of six patients developed DLT during their first course
12796372,NA,Escalation,3 + 3,The MTD was defined as the dose level that produced DLT in 2 of 6 patients or that level immediately below the one that produced DLT in 2 of 6 or 1 of 3 patients.
8882988,NA,Escalation,3 + 3,we defined the MTD as that dose of drugs on the schedule noted which produced predictable and reversible toxicity which was neither incapacitating nor interfered with patient well-being and general activity. 
11049969,NA,Escalation,NA,"The MTD was defined after 20 patients had been treated at a particular dose, and this level was considered to be the MTD, provided that the lower limit of the 80% one-sided confidence interval (CI) associated with the observed toxicity rate did not exceed the 25% target toxicity rate."
10561292,NA,Escalation,3 + 3,"Dose-limiting toxicity in more than one of three or more than two of six patients in a cohort was deemed above the maximum-tolerated dose (MTD). Alternatively, achievement of targeted myelosuppression in fewer than two of three or fewer than four of six patients in a cohort was deemed below the MTD. If two of three patients achieved targeted myelosuppression and one of three patients experienced dose-limiting toxicity in a given cohort, this led to the accrual of three additional patients at that dose level. The dose level was defined as the MTD if targeted myelosuppression was achieved in at least four of six patients,and if # two of six patients experienced dose-limiting toxicity."
9445186,NA,Escalation,3 + 3,"Dose-limiting toxicity in more than one of three or more than two of six patients in a cohort was deemed above the MTD. Alternatively, achievement of targeted myelosuppression in fewer than two of three or fewer than four of six patients in a cohort was deemed below the MTD. Achievement of targeted myelosuppression in two of three patients and one or fewer of three patients experiencing dose-limiting toxicity in a given cohort led to accrual of three additional patients at that dose level. It was defined as MTD if targeted myelosuppression was achieved in at least four of six patients and two or fewer of six patients experienced dose-limiting toxicity"
11233806,NA,Escalation,Fibonacci schedule,"If DLT appeared in one level, 3 other patients were treated with the same dose; if other episodes of severe toxicity occurred, the level in which they appeared was considered the MTD"
8683232,NA,Escalation,NA,The MTD was defined as the dose at which three of six patients developed either WHO grade 4 hematologic or grade 3 nonhematologic toxicity. 
9457817,NA,Escalation,3 + 3,The dose level was defined as MTD if targeted myelosuppression was achieved in at least four of six patients and there was dose-limiting toxicity in no more than two patients. I
10694563,NA,Escalation,3 + 3,"A minimum of three patients were administered each dose level of paclitaxel (100, 135, or 170 mg/m2). If reversible dose-limiting toxicity occurred in one or more patients of the initial three at a particular dose level, then three additional patients were treated at the same dose level to define the nature and frequency of that toxicity. If reversible dose-limiting toxicity occurred in at least three of six patients at a given dose level, the dose escalation was terminated. If any patient treated at a given level developed irreversible dose-limiting toxicity or grade 4 nonhematologic toxicity, the dose escalation was terminated. Additional patients were subsequently entered onto the study at a dose level below that at which irreversible dose-limiting or life-threatening toxicity had been observed. "
8652278,NA,Escalation,NA,N/A
9053503,NA,Escalation,NA,"The starting dose of EP was 10 mg/m2/d and cohorts of four to five patients were treated at each dose level, with increments in dose by 10 mg/m2/d between cohorts. Dose escalation continued as long as c /4 or c 2'/ of patients had dose-limiting toxicity (DLT). The maximum-tolerated dose (MTD) was 5 mg/m2/d below the dose at which greater than /2 or a 3/5 of patients had DLT."
10378670,NA,Escalation,NA,The MTD was defined as the doese level below DLT
9400949,NA,Escalation,NA,"The MTD was defined as the highest dose that can be safely administered to a patient producing tolerable, manageable and reversible toxicity of CTC grade III in at least two out of a maximum of six patients."
7799021,NA,Escalation,NA,N/A
12448655,NA,Escalation,3 + 3,"If there was no DLT in the first three patients, escalation proceeded to the next dose level. If one patient experienced DLT, a maximum of three additional patients were entered at the same dose level. If two or more patients experienced DLT, the MTD was exceeded, andthe previous dose level was then expanded. The MTDwas defined as the highest dose level in which therewere less than two DLT events among six patientsduring the first cycle."
8083713,NA,Escalation,3 + 3,"The maximum-tolerated dose (MTD) was defined as the dose that caused a nadir neutropenia of less than 1,000/uL in one third of patients at a given dose level. However, as the trial proceeded and the pattern of toxicity of etoposide phosphate was demonstrated to parallel that of etoposide, it was decided to explore doses above that which defined the MTD, since such doses can be safely delivered in select patients when etoposide is administered"
11155918,NA,Escalation,NA,An MTD was regarded as one that produced any of the DLT in at least on-third of the patients at a given dose.
8636778,NA,Escalation,3 + 3,"The MTD was that at which no unacceptable toxicities due to the PSC 833 were seen-- in this study, those of the effects on the CNS."
15959778,NA,Escalation,NA,The MTD was defined as the dose level at which DLTs occurred in at least one-third of patients of a minimum six-patient cohort.
8021737,NA,Escalation,3 + 3,"At least three patients were admitted at each dosage level. There were no intrapatient dosage escalations. If a dose-limiting toxicity was encountered in any patient at a given dose level, three additional patients were entered at that dose level. If a second patient experienced similar toxicity, dose escalation was stopped and the previous dose level was declared the MTD. "
