PMID,NCTID,CombnID,Drug_Name,Dose_Level,Dose_Value,Dose_Unit,Frequency,Schedule,Comments
7540421,NA,630,mesna,6,NA,mg/m2,1,"5 consecutive days, in 3-weekcourses",NA
7540421,NA,630,ifosfamide,7,15000,mg/m2,1,"days 1 to 4 by continuous infusion, in 3-weekcourses",NA
7540421,NA,630,mesna,7,NA,mg/m2,1,"5 consecutive days, in 3-weekcourses",NA
7540421,NA,630,ifosfamide,8,16000,mg/m2,1,"days 1 to 4 by continuous infusion, in 3-weekcourses",NA
7540421,NA,630,mesna,8,NA,mg/m2,1,"5 consecutive days, in 3-weekcourses",NA
23045577,NCT00849654,631,ibrutinib,1,1.25,mg/kg,1,"on a 28 days on, 7 days off, schedule (35-day cycle)",NA
23045577,NCT00849654,631,ibrutinib,2,2.5,mg/kg,1,"on a 28 days on, 7 days off, schedule (35-day cycle)",NA
23045577,NCT00849654,631,ibrutinib,3,5,mg/kg,1,"on a 28 days on, 7 days off, schedule (35-day cycle)",NA
23045577,NCT00849654,631,ibrutinib,4,8.3,mg/kg,1,"on a 28 days on, 7 days off, schedule (35-day cycle)",NA
23045577,NCT00849654,631,ibrutinib,4.5,8.3,mg/kg,1,daily,NA
23045577,NCT00849654,631,ibrutinib,5,12.5,mg/kg,1,"on a 28 days on, 7 days off, schedule (35-day cycle)",NA
23045577,NCT00849654,631,ibrutinib,5.5,560,mg,1,daily,NA
25336693,NCT00878423,632,at13387,1,10,mg/m2,1,"on Days 1, 4, 8, 11, 15 and 18 of a twenty-eight day cycle",NA
25336693,NCT00878423,632,at13387,2,20,mg/m2,1,"on Days 1, 4, 8, 11, 15 and 18 of a twenty-eight day cycle",NA
25336693,NCT00878423,632,at13387,3,40,mg/m2,1,"on Days 1, 4, 8, 11, 15 and 18 of a twenty-eight day cycle",NA
25336693,NCT00878423,632,at13387,4,80,mg/m2,1,"on Days 1, 4, 8, 11, 15 and 18 of a twenty-eight day cycle",NA
25336693,NCT00878423,632,at13387,5,120,mg/m2,1,"on Days 1, 4, 8, 11, 15 and 18 of a twenty-eight day cycle",NA
25336693,NCT00878423,632,at13387,1.5,150,mg/m2,1,"on Days 1, 8 and 15 of a twenty-eight day cycle",NA
25336693,NCT00878423,632,at13387,2.5,180,mg/m2,1,"on Days 1, 8 and 15 of a twenty-eight day cycle",NA
25336693,NCT00878423,632,at13387,3.5,220,mg/m2,1,"on Days 1, 8 and 15 of a twenty-eight day cycle",NA
25336693,NCT00878423,632,at13387,4.5,260,mg/m2,1,"on Days 1, 8 and 15 of a twenty-eight day cycle",NA
25336693,NCT00878423,632,at13387,5.5,310,mg/m2,1,"on Days 1, 8 and 15 of a twenty-eight day cycle",NA
23403628,NA,633,osi-930,1,50-400,mg,1,daily every 3 weeks,NA
23403628,NA,633,osi-930,2,800,mg,1,daily every 3 weeks,NA
23403628,NA,633,osi-930,3,1200,mg,1,daily every 3 weeks,NA
23403628,NA,633,osi-930,4,1600,mg,1,daily every 3 weeks,NA
23403628,NA,633,osi-930,5,400,mg,2,daily every 3 weeks,NA
23403628,NA,633,osi-930,6,500,mg,2,daily every 3 weeks,NA
23403628,NA,633,osi-930,7,600,mg,2,daily every 3 weeks,NA
31331917,NA,634,ibrutinib,-1,560,mg,1,daily (QD) beginning Cycle 1 Day 1 throughout each 28-day treatment cycle,fixed
31331917,NA,634,lenalidomide,-1,10,mg,1,on Days 1-21 of each 28-day cycle,NA
31331917,NA,634,rituximab,-1,375,mg/m2,1,on Day 1 of each 28-day cycle for 6 cycles,NA
31331917,NA,634,ibrutinib,1,560,mg,1,daily (QD) beginning Cycle 1 Day 1 throughout each 28-day treatment cycle,fixed
31331917,NA,634,lenalidomide,1,15,mg,1,on Days 1-21 of each 28-day cycle,NA
31331917,NA,634,rituximab,1,375,mg/m2,1,on Day 1 of each 28-day cycle for 6 cycles,NA
31331917,NA,634,ibrutinib,1.5,560,mg,1,daily (QD) beginning Cycle 1 Day 1 throughout each 28-day treatment cycle,fixed
31331917,NA,634,lenalidomide,1.5,15,mg,1,on Days 1-21 of each 28-day cycle,Protocol Amendment to DLT Criteria
31331917,NA,634,rituximab,1.5,375,mg/m2,1,on Day 1 of each 28-day cycle for 6 cycles,NA
31331917,NA,634,ibrutinib,2,560,mg,1,daily (QD) beginning Cycle 1 Day 1 throughout each 28-day treatment cycle,fixed
31331917,NA,634,lenalidomide,2,20,mg,1,on Days 1-21 of each 28-day cycle,Protocol Amendment to DLT Criteria
31331917,NA,634,rituximab,2,375,mg/m2,1,on Day 1 of each 28-day cycle for 6 cycles,NA
31331917,NA,634,ibrutinib,3,560,mg,1,daily (QD) beginning Cycle 1 Day 1 throughout each 28-day treatment cycle,fixed
31331917,NA,634,lenalidomide,3,25,mg,1,on Days 1-21 of each 28-day cycle,Protocol Amendment to DLT Criteria
31331917,NA,634,rituximab,3,375,mg/m2,1,on Day 1 of each 28-day cycle for 6 cycles,NA
7625371,NA,635,ifosfamide,1,1200,mg/m2,1,continuous infusion for 5 days every 35 days,NA
7625371,NA,635,cisplatin,1,120,mg/m2,1,single 20-minute infusion every 35 days,NA
7625371,NA,635,cisplatin,1,120,mg/m2,1,single 20-minute infusion every 35 days,NA
7625371,NA,635,ifosfamide,-1,1000,mg/m2,1,continuous infusion for 4 days every 35 days,NA
7625371,NA,635,cisplatin,-1,30,mg/m2,1,daily for 4 days every 35 days,NA
7625371,NA,635,cisplatin,-1,30,mg/m2,1,daily for 4 days every 35 days,NA
8740798,NA,636,ifosfamide,1,1600,mg/m2,1,on days 1-3 in 21-day cycles,fixed
8740798,NA,636,paclitaxel,1,135,mg/m2,1,24-hour continuous infusion on day 1 in 21-day cycles,NA
8740798,NA,636,mesna,1,400,mg/m2,1,"with ifosfamide, then Q4H x 2 dose in 21-day cycles",fixed
8740798,NA,636,g-csf,1,5,ug/kg,1,"on days 4 through 10, or until the absolute neutrophil count exceeded 4000/ul in 21-day cycles",fixed
8740798,NA,636,g-csf,1,5,ug/kg,1,"on days 4 through 10, or until the absolute neutrophil count exceeded 4000/ul in 21-day cycles",fixed
8740798,NA,636,ifosfamide,2,1600,mg/m2,1,on days 1-3 in 21-day cycles,fixed
8740798,NA,636,paclitaxel,2,170,mg/m2,1,24-hour continuous infusion on day 1 in 21-day cycles,NA
8740798,NA,636,mesna,2,400,mg/m2,1,"with ifosfamide, then Q4H x 2 dose in 21-day cycles",fixed
8740798,NA,636,g-csf,2,5,ug/kg,1,"on days 4 through 10, or until the absolute neutrophil count exceeded 4000/ul in 21-day cycles",fixed
8740798,NA,636,g-csf,2,5,ug/kg,1,"on days 4 through 10, or until the absolute neutrophil count exceeded 4000/ul in 21-day cycles",fixed
8740798,NA,636,ifosfamide,3,1600,mg/m2,1,on days 1-3 in 21-day cycles,fixed
8740798,NA,636,paclitaxel,3,200,mg/m2,1,24-hour continuous infusion on day 1 in 21-day cycles,NA
8740798,NA,636,mesna,3,400,mg/m2,1,"with ifosfamide, then Q4H x 2 dose in 21-day cycles",fixed
8740798,NA,636,g-csf,3,5,ug/kg,1,"on days 4 through 10, or until the absolute neutrophil count exceeded 4000/ul in 21-day cycles",fixed
8740798,NA,636,g-csf,3,5,ug/kg,1,"on days 4 through 10, or until the absolute neutrophil count exceeded 4000/ul in 21-day cycles",fixed
8740798,NA,636,ifosfamide,4,1600,mg/m2,1,on days 1-3 in 21-day cycles,fixed
8740798,NA,636,paclitaxel,4,250,mg/m2,1,24-hour continuous infusion on day 1 in 21-day cycles,NA
8740798,NA,636,mesna,4,400,mg/m2,1,"with ifosfamide, then Q4H x 2 dose in 21-day cycles",fixed
8740798,NA,636,g-csf,4,5,ug/kg,1,"on days 4 through 10, or until the absolute neutrophil count exceeded 4000/ul in 21-day cycles",fixed
8740798,NA,636,g-csf,4,5,ug/kg,1,"on days 4 through 10, or until the absolute neutrophil count exceeded 4000/ul in 21-day cycles",fixed
8740798,NA,636,ifosfamide,5,1600,mg/m2,1,on days 1-3 in 21-day cycles,fixed
8740798,NA,636,paclitaxel,5,300,mg/m2,1,24-hour continuous infusion on day 1 in 21-day cycles,NA
8740798,NA,636,mesna,5,400,mg/m2,1,"with ifosfamide, then Q4H x 2 dose in 21-day cycles",fixed
8740798,NA,636,g-csf,5,5,ug/kg,1,"on days 4 through 10, or until the absolute neutrophil count exceeded 4000/ul in 21-day cycles",fixed
8740798,NA,636,g-csf,5,5,ug/kg,1,"on days 4 through 10, or until the absolute neutrophil count exceeded 4000/ul in 21-day cycles",fixed
8740798,NA,636,ifosfamide,6,1600,mg/m2,1,on days 1-3 in 21-day cycles,fixed
8740798,NA,636,paclitaxel,6,250,mg/m2,1,1-hour continuous infusion on day 1 in 21-day cycles,NA
8740798,NA,636,mesna,6,400,mg/m2,1,"with ifosfamide, then Q4H x 2 dose in 21-day cycles",fixed
8740798,NA,636,g-csf,6,5,ug/kg,1,"on days 4 through 10, or until the absolute neutrophil count exceeded 4000/ul in 21-day cycles",fixed
8740798,NA,636,g-csf,6,5,ug/kg,1,"on days 4 through 10, or until the absolute neutrophil count exceeded 4000/ul in 21-day cycles",fixed
32147671,NCT01468688,637,buparlisib,1,40,mg,1,daily,NA
32147671,NCT01468688,637,imatinib,1,400,mg,1,daily,fixed
32147671,NCT01468688,637,imatinib,1,400,mg,1,daily,fixed
32147671,NCT01468688,637,buparlisib,2,50,mg,1,daily,NA
32147671,NCT01468688,637,imatinib,2,400,mg,1,daily,fixed
32147671,NCT01468688,637,imatinib,2,400,mg,1,daily,fixed
32147671,NCT01468688,637,buparlisib,3,70,mg,1,daily,NA
32147671,NCT01468688,637,imatinib,3,400,mg,1,daily,fixed
32147671,NCT01468688,637,imatinib,3,400,mg,1,daily,fixed
32147671,NCT01468688,637,buparlisib,4,80,mg,1,daily,NA
32147671,NCT01468688,637,imatinib,4,400,mg,1,daily,fixed
32147671,NCT01468688,637,imatinib,4,400,mg,1,daily,fixed
32147671,NCT01468688,637,buparlisib,5,100,mg,1,daily,NA
32147671,NCT01468688,637,imatinib,5,400,mg,1,daily,fixed
32147671,NCT01468688,637,imatinib,5,400,mg,1,daily,fixed
9635927,NA,638,paclitaxel,1,135,mg/m2,1,"on day 1, q day 22",NA
9635927,NA,638,ifosfamide,1,1500,mg/m2,1,"on days 2-5, q day 22",NA
9635927,NA,638,paclitaxel,2,135,mg/m2,1,"on day 1, q day 22",NA
9635927,NA,638,ifosfamide,2,2000,mg/m2,1,"on days 2-5, q day 22",NA
9635927,NA,638,paclitaxel,3,175,mg/m2,1,"on day 1, q day 22",NA
9635927,NA,638,ifosfamide,3,2000,mg/m2,1,"on days 2-5, q day 22",NA
21263099,NA,639,dasatinib,1,50,mg/m2,2,daily for 28 days,NA
21263099,NA,639,dasatinib,2,65,mg/m2,2,daily for 28 days,NA
21263099,NA,639,dasatinib,3,85,mg/m2,2,daily for 28 days,NA
21263099,NA,639,dasatinib,4,110,mg/m2,2,daily for 28 days,NA
12228203,NA,640,pegylated ifna-2b,1,0.75,ug/kg,1,once weekly for 4 weeks,NA
12228203,NA,640,pegylated ifna-2b,2,1.5,ug/kg,1,once weekly for 4 weeks,NA
12228203,NA,640,pegylated ifna-2b,3,3,ug/kg,1,once weekly for 4 weeks,NA
12228203,NA,640,pegylated ifna-2b,4,4.5,ug/kg,1,once weekly for 4 weeks,NA
12228203,NA,640,pegylated ifna-2b,5,6,ug/kg,1,once weekly for 4 weeks,NA
12228203,NA,640,pegylated ifna-2b,6,7.5,ug/kg,1,once weekly for 4 weeks,NA
19541476,NA,641,masitinib,1,40,mg,1,daily,NA
19541476,NA,641,masitinib,2,100,mg,1,daily,NA
19541476,NA,641,masitinib,3,150,mg,1,daily,NA
19541476,NA,641,masitinib,4,250,mg,1,daily,NA
19541476,NA,641,masitinib,5,500,mg,1,daily,NA
19541476,NA,641,masitinib,6,1000,mg,1,daily,NA
19541476,NA,641,masitinib,7,800,mg,2,daily,NA
19541476,NA,641,masitinib,8,12-Jun,mg/kg,2,daily,within weight-adjusted dose groups
19541476,NA,641,masitinib,9,>12,mg/kg,2,daily,within weight-adjusted dose groups
20310049,NA,642,inno-406,1,30,mg,1,daily,NA
20310049,NA,642,inno-406,2,60,mg,1,daily,NA
20310049,NA,642,inno-406,3,120,mg,1,daily,NA
20310049,NA,642,inno-406,4,240,mg,1,daily,NA
20310049,NA,642,inno-406,5,480,mg,1,daily,NA
20310049,NA,642,inno-406,6,120,mg,2,daily,NA
20310049,NA,642,inno-406,7,240,mg,2,daily,NA
20310049,NA,642,inno-406,8,480,mg,2,daily,NA
11535501,NA,643,peg ifn-a-2b,1,0.75,ug/kg,1,weekly,NA
11535501,NA,643,peg ifn-a-2b,2,1.5,ug/kg,1,weekly,NA
11535501,NA,643,peg ifn-a-2b,3,3,ug/kg,1,weekly,NA
11535501,NA,643,peg ifn-a-2b,4,4.5,ug/kg,1,weekly,NA
11535501,NA,643,peg ifn-a-2b,5,6,ug/kg,1,weekly,NA
11535501,NA,643,peg ifn-a-2b,6,7.5,ug/kg,1,weekly,NA
11535501,NA,643,peg ifn-a-2b,7,9,ug/kg,1,weekly,NA
11355147,NA,644,pegylated ifna-2b,1,750,mg/kg,1,once weekly,NA
11355147,NA,644,pegylated ifna-2b,2,1500,mg/kg,1,once weekly,NA
11355147,NA,644,pegylated ifna-2b,3,3000,mg/kg,1,once weekly,NA
11355147,NA,644,pegylated ifna-2b,4,4500,mg/kg,1,once weekly,NA
11355147,NA,644,pegylated ifna-2b,5,6000,mg/kg,1,once weekly,NA
11355147,NA,644,pegylated ifna-2b,6,7500,mg/kg,1,once weekly,NA
18235116,NA,645,imatinib,1,400,mg,1,daily in 28-day cycles,Group A; Group B; Group C; Group D
18235116,NA,645,imatinib,1,400,mg,1,daily in 28-day cycles,Group A; Group B; Group C; Group D
18235116,NA,645,imatinib,2,600,mg,1,daily in 28-day cycles,Group A; Group B; Group C; Group D
18235116,NA,645,imatinib,2,600,mg,1,daily in 28-day cycles,Group A; Group B; Group C; Group D
18235116,NA,645,imatinib,3,400,mg,2,daily in 28-day cycles,Group A; Group B; Group C; Group D
18235116,NA,645,imatinib,3,400,mg,2,daily in 28-day cycles,Group A; Group B; Group C; Group D
18235116,NA,645,imatinib,-1,200,mg,1,daily in 28-day cycles,Group C; Group D
18235116,NA,645,imatinib,-1,200,mg,1,daily in 28-day cycles,Group C; Group D
18235116,NA,645,imatinib,-2,100,mg,1,daily in 28-day cycles,Group D
18235116,NA,645,imatinib,-2,100,mg,1,daily in 28-day cycles,Group D
11355147,NA,646,interleukin-2,1,5.0 x 10^6,IU/m2/d,1,on days 1-5 (Monday-Fri- day) for 4 weeks,NA
11355147,NA,646,interleukin-2,1,5.0 x 10^6,IU/m2/d,1,on days 1-5 (Monday-Fri- day) for 4 weeks,NA
11355147,NA,646,rhuifna-2a,1,5.0 x 10^6,IU/m2/d,1,three times weekly (TIW) for 4 weeks,NA
11355147,NA,646,5-fu,1,0,mg/m2,1,on days 1-5 (Monday-Friday) during week 1,NA
11355147,NA,646,interleukin-2,2,5.0 x 10^6,IU/m2/d,1,on days 1-5 (Monday-Fri- day) for 4 weeks,NA
11355147,NA,646,interleukin-2,2,5.0 x 10^6,IU/m2/d,1,on days 1-5 (Monday-Fri- day) for 4 weeks,NA
11355147,NA,646,rhuifna-2a,2,5.0 x 10^6,IU/m2/d,1,three times weekly (TIW) for 4 weeks,NA
11355147,NA,646,5-fu,2,250,mg/m2,1,on days 1-5 (Monday-Friday) during week 1,NA
11355147,NA,646,interleukin-2,3,5.0 x 10^6,IU/m2/d,1,on days 1-5 (Monday-Fri- day) for 4 weeks,NA
11355147,NA,646,interleukin-2,3,5.0 x 10^6,IU/m2/d,1,on days 1-5 (Monday-Fri- day) for 4 weeks,NA
11355147,NA,646,rhuifna-2a,3,5.0 x 10^6,IU/m2/d,1,three times weekly (TIW) for 4 weeks,NA
11355147,NA,646,5-fu,3,300,mg/m2,1,on days 1-5 (Monday-Friday) during week 1,NA
11355147,NA,646,interleukin-2,4,5.0 x 10^6,IU/m2/d,1,on days 1-5 (Monday-Fri- day) for 4 weeks,NA
11355147,NA,646,interleukin-2,4,5.0 x 10^6,IU/m2/d,1,on days 1-5 (Monday-Fri- day) for 4 weeks,NA
11355147,NA,646,rhuifna-2a,4,5.0 x 10^6,IU/m2/d,1,three times weekly (TIW) for 4 weeks,NA
11355147,NA,646,5-fu,4,375,mg/m2,1,on days 1-5 (Monday-Friday) during week 1,NA
15150579,NA,647,topotecan,1,0.4,mg/m2,1,5 days every 21 days,NA
15150579,NA,647,topotecan,1,0.4,mg/m2,1,5 days every 21 days,NA
15150579,NA,647,ifosfamide,1,1200,mg/m2,1,3 days every 21 days,fixed
15150579,NA,647,topotecan,2,0.6,mg/m2,1,5 days every 21 days,NA
15150579,NA,647,topotecan,2,0.6,mg/m2,1,5 days every 21 days,NA
15150579,NA,647,ifosfamide,2,1200,mg/m2,1,3 days every 21 days,fixed
15150579,NA,647,topotecan,3,0.6,mg/m2,1,3 days every 21 days,NA
15150579,NA,647,topotecan,3,0.6,mg/m2,1,3 days every 21 days,NA
15150579,NA,647,ifosfamide,3,1200,mg/m2,1,3 days every 21 days,fixed
15150579,NA,647,topotecan,4,0.8,mg/m2,1,3 days every 21 days,NA
15150579,NA,647,topotecan,4,0.8,mg/m2,1,3 days every 21 days,NA
15150579,NA,647,ifosfamide,4,1200,mg/m2,1,3 days every 21 days,fixed
15150579,NA,647,topotecan,5,1,mg/m2,1,3 days every 21 days,NA
15150579,NA,647,topotecan,5,1,mg/m2,1,3 days every 21 days,NA
15150579,NA,647,ifosfamide,5,1200,mg/m2,1,3 days every 21 days,fixed
15150579,NA,647,topotecan,6,1.2,mg/m2,1,3 days every 21 days,NA
15150579,NA,647,topotecan,6,1.2,mg/m2,1,3 days every 21 days,NA
15150579,NA,647,ifosfamide,6,1200,mg/m2,1,3 days every 21 days,fixed
15150579,NA,647,topotecan,7,1.4,mg/m2,1,3 days every 21 days,NA
15150579,NA,647,topotecan,7,1.4,mg/m2,1,3 days every 21 days,NA
15150579,NA,647,ifosfamide,7,1200,mg/m2,1,3 days every 21 days,fixed
28428884,NCT01738139,648,imatinib mesylate,1,400,mg,1,daily,NA
28428884,NCT01738139,648,ipilimumab,1,1,mg/kg,1,on day 1 of each 21-day cycle for upto 4 cycles,NA
28428884,NCT01738139,648,imatinib mesylate,2,400,mg,2,daily,NA
28428884,NCT01738139,648,ipilimumab,2,1,mg/kg,1,on day 1 of each 21-day cycle for upto 4 cycles,NA
28428884,NCT01738139,648,imatinib mesylate,3,400,mg,1,daily,NA
28428884,NCT01738139,648,ipilimumab,3,3,mg/kg,1,on day 1 of each 21-day cycle for upto 4 cycles,NA
28428884,NCT01738139,648,imatinib mesylate,4,400,mg,2,daily,NA
28428884,NCT01738139,648,ipilimumab,4,3,mg/kg,1,on day 1 of each 21-day cycle for upto 4 cycles,NA
16144928,NA,649,peg-ifn,1,270,ug,1,once weekly for 48 weeks,NA
16144928,NA,649,peg-ifn,2,360,ug,1,once weekly for 48 weeks,NA
16144928,NA,649,peg-ifn,3,450,ug,1,once weekly for 48 weeks,NA
16144928,NA,649,peg-ifn,4,540,ug,1,once weekly for 48 weeks,NA
16144928,NA,649,peg-ifn,5,630,ug,1,once weekly for 48 weeks,NA
16144928,NA,650,peg-ifn,1,450,ug,1,once weekly for 48 weeks,NA
16144928,NA,650,cytarabine,1,10,mg,1,daily,NA
16144928,NA,650,peg-ifn,2,540,ug,1,once weekly for 48 weeks,NA
16144928,NA,650,cytarabine,2,10,mg,1,daily,NA
16144928,NA,650,peg-ifn,3,540,ug,1,once weekly for 48 weeks,NA
16144928,NA,650,cytarabine,3,20,mg,1,10 days/mo,NA
9457812,NA,651,ifn-a,1,12 x 10^6,units/m2,1,"days 1-3, every week of a 7-week cycle",after completing radiation
9457812,NA,651,bcnu,1,150,mg/m2,1,day 3 every 7 weeks,after completing radiation
9457812,NA,651,radiation therapy to brain,1,1.8,Gy,1,5 fractions per week for a total dose of 64.8 Gy,NA
9457812,NA,651,ifn-a,2,12 x 10^6,units/m2,1,"days 1-3, every other week of a 7-week cycle",after completing radiation
9457812,NA,651,bcnu,2,150,mg/m2,1,day 3 every 7 weeks,after completing radiation
9457812,NA,651,radiation therapy to brain,2,1.8,Gy,1,5 fractions per week for a total dose of 64.8 Gy,NA
19248046,NA,652,vatalanib,1,500,mg,2,daily,stratum A: patients not on EIAED
19248046,NA,652,imatinib,1,400,mg,1,daily,stratum A: patients not on EIAED
19248046,NA,652,imatinib,1,400,mg,1,daily,stratum A: patients not on EIAED
19248046,NA,652,hydroxyurea,1,500,mg,2,daily,stratum A: patients not on EIAED
19248046,NA,652,vatalanib,2,750,mg,2,daily,stratum A: patients not on EIAED
19248046,NA,652,imatinib,2,400,mg,1,daily,stratum A: patients not on EIAED
19248046,NA,652,imatinib,2,400,mg,1,daily,stratum A: patients not on EIAED
19248046,NA,652,hydroxyurea,2,500,mg,2,daily,stratum A: patients not on EIAED
19248046,NA,652,vatalanib,3,1000,mg,2,daily,stratum A: patients not on EIAED
19248046,NA,652,imatinib,3,400,mg,1,daily,stratum A: patients not on EIAED
19248046,NA,652,imatinib,3,400,mg,1,daily,stratum A: patients not on EIAED
19248046,NA,652,hydroxyurea,3,500,mg,2,daily,stratum A: patients not on EIAED
19248046,NA,652,vatalanib,1.5,750,mg,2,daily,stratum B: patients on EIAED
19248046,NA,652,imatinib,1.5,500,mg,2,daily,stratum B: patients on EIAED
19248046,NA,652,imatinib,1.5,500,mg,2,daily,stratum B: patients on EIAED
19248046,NA,652,hydroxyurea,1.5,500,mg,2,daily,stratum B: patients on EIAED
19248046,NA,652,vatalanib,2.5,1000,mg,2,daily,stratum B: patients on EIAED
19248046,NA,652,imatinib,2.5,500,mg,2,daily,stratum B: patients on EIAED
19248046,NA,652,imatinib,2.5,500,mg,2,daily,stratum B: patients on EIAED
19248046,NA,652,hydroxyurea,2.5,500,mg,2,daily,stratum B: patients on EIAED
19248046,NA,652,vatalanib,3.5,1250,mg,2,daily,stratum B: patients on EIAED
19248046,NA,652,imatinib,3.5,500,mg,2,daily,stratum B: patients on EIAED
19248046,NA,652,imatinib,3.5,500,mg,2,daily,stratum B: patients on EIAED
19248046,NA,652,hydroxyurea,3.5,500,mg,2,daily,stratum B: patients on EIAED
22805325,NCT 00424385,653,sorafenib,-2,200,mg,1,daily in 4-week cycles,NA
22805325,NCT 00424385,653,imatinib,-2,200,mg,1,daily in 4-week cycles,NA
22805325,NCT 00424385,653,imatinib,-2,200,mg,1,daily in 4-week cycles,NA
22805325,NCT 00424385,653,sorafenib,-1,200,mg,1,daily in 4-week cycles,NA
22805325,NCT 00424385,653,imatinib,-1,300,mg,1,daily in 4-week cycles,NA
22805325,NCT 00424385,653,imatinib,-1,300,mg,1,daily in 4-week cycles,NA
22805325,NCT 00424385,653,sorafenib,0,400,mg,1,daily in 4-week cycles,NA
22805325,NCT 00424385,653,imatinib,0,300,mg,1,daily in 4-week cycles,NA
22805325,NCT 00424385,653,imatinib,0,300,mg,1,daily in 4-week cycles,NA
22805325,NCT 00424385,653,sorafenib,1,400,mg,2,daily in 4-week cycles,NA
22805325,NCT 00424385,653,imatinib,1,300,mg,1,daily in 4-week cycles,NA
22805325,NCT 00424385,653,imatinib,1,300,mg,1,daily in 4-week cycles,NA
22805325,NCT 00424385,653,sorafenib,2,400,mg,2,daily in 4-week cycles,NA
22805325,NCT 00424385,653,imatinib,2,400,mg,1,daily in 4-week cycles,NA
22805325,NCT 00424385,653,imatinib,2,400,mg,1,daily in 4-week cycles,NA
22805325,NCT 00424385,653,sorafenib,3,400,mg,2,daily in 4-week cycles,NA
22805325,NCT 00424385,653,imatinib,3,600,mg,1,daily in 4-week cycles,NA
22805325,NCT 00424385,653,imatinib,3,600,mg,1,daily in 4-week cycles,NA
22805325,NCT 00424385,653,sorafenib,4,400,mg,2,daily in 4-week cycles,NA
22805325,NCT 00424385,653,imatinib,4,400,mg,2,daily in 4-week cycles,NA
22805325,NCT 00424385,653,imatinib,4,400,mg,2,daily in 4-week cycles,NA
10410530,NA,654,irinotecan,1,30,mg/m2,1,"on days 1,8 and 15 every 4 weeks",NA
10410530,NA,654,ifosfamide,1,1500,mg/m2,1,on days 1 through 3 every 4 weeks,fixed
10410530,NA,654,mesna,1,400,mg,3,on days 1 through 3 every 4 weeks,fixed
10410530,NA,654,granisetron,1,3,mg/m2,1,"on days 1 through 3, 8 and 15 every 4 weeks",fixed
10410530,NA,654,irinotecan,2,40,mg/m2,1,"on days 1,8 and 15 every 4 weeks",NA
10410530,NA,654,ifosfamide,2,1500,mg/m2,1,on days 1 through 3 every 4 weeks,fixed
10410530,NA,654,mesna,2,400,mg,3,on days 1 through 3 every 4 weeks,fixed
10410530,NA,654,granisetron,2,3,mg/m2,1,"on days 1 through 3, 8 and 15 every 4 weeks",fixed
10410530,NA,654,irinotecan,3,50,mg/m2,1,"on days 1,8 and 15 every 4 weeks",NA
10410530,NA,654,ifosfamide,3,1500,mg/m2,1,on days 1 through 3 every 4 weeks,fixed
10410530,NA,654,mesna,3,400,mg,3,on days 1 through 3 every 4 weeks,fixed
10410530,NA,654,granisetron,3,3,mg/m2,1,"on days 1 through 3, 8 and 15 every 4 weeks",fixed
10410530,NA,654,irinotecan,4,60,mg/m2,1,"on days 1,8 and 15 every 4 weeks",NA
10410530,NA,654,ifosfamide,4,1500,mg/m2,1,on days 1 through 3 every 4 weeks,fixed
10410530,NA,654,mesna,4,400,mg,3,on days 1 through 3 every 4 weeks,fixed
10410530,NA,654,granisetron,4,3,mg/m2,1,"on days 1 through 3, 8 and 15 every 4 weeks",fixed
10410530,NA,654,irinotecan,5,70,mg/m2,1,"on days 1,8 and 15 every 4 weeks",NA
10410530,NA,654,ifosfamide,5,1500,mg/m2,1,on days 1 through 3 every 4 weeks,fixed
10410530,NA,654,mesna,5,400,mg,3,on days 1 through 3 every 4 weeks,fixed
10410530,NA,654,granisetron,5,3,mg/m2,1,"on days 1 through 3, 8 and 15 every 4 weeks",fixed
10410530,NA,654,irinotecan,6,80,mg/m2,1,"on days 1,8 and 15 every 4 weeks",NA
10410530,NA,654,ifosfamide,6,1500,mg/m2,1,on days 1 through 3 every 4 weeks,fixed
10410530,NA,654,mesna,6,400,mg,3,on days 1 through 3 every 4 weeks,fixed
10410530,NA,654,granisetron,6,3,mg/m2,1,"on days 1 through 3, 8 and 15 every 4 weeks",fixed
10410530,NA,654,irinotecan,7,90,mg/m2,1,"on days 1,8 and 15 every 4 weeks",NA
10410530,NA,654,ifosfamide,7,1500,mg/m2,1,on days 1 through 3 every 4 weeks,fixed
10410530,NA,654,mesna,7,400,mg,3,on days 1 through 3 every 4 weeks,fixed
10410530,NA,654,granisetron,7,3,mg/m2,1,"on days 1 through 3, 8 and 15 every 4 weeks",fixed
18284451,NA,655,nedaplatin,1,65,mg/m2,1,initiated on the first day of radiation therapy; on day 1 every 4 weeks,NA
18284451,NA,655,ifosfamide,1,1000,mg/m2,1,initiated on the first day of radiation therapy; on days 1-5 every 4 weeks,fixed
18284451,NA,655,radiation therapy,1,NA,NA,NA,NA,fixed
18284451,NA,655,nedaplatin,2,70,mg/m2,1,initiated on the first day of radiation therapy; on day 1 every 4 weeks,NA
18284451,NA,655,ifosfamide,2,1000,mg/m2,1,initiated on the first day of radiation therapy; on days 1-5 every 4 weeks,fixed
18284451,NA,655,radiation therapy,2,NA,NA,NA,NA,fixed
18284451,NA,655,nedaplatin,3,75,mg/m2,1,initiated on the first day of radiation therapy; on day 1 every 4 weeks,NA
18284451,NA,655,ifosfamide,3,1000,mg/m2,1,initiated on the first day of radiation therapy; on days 1-5 every 4 weeks,fixed
